gene_id,A10_Ta18fBr_a,A11_Ta18fBr_b,A12_Ta18fBr_c,B10_CY07fBr_a,B11_CY07fBr_b,B12_CY07fBr_c,D10_Ta18mBr_a,D11_Ta18mBr_b,D12_Ta18mBr_c,E10_CY07mBr_a,E11_CY07mBr_b,E12_CY07mBr_c
FBgn0228638,6,10,10,17,4,47,14,15,12,10,16,2
FBgn0258447,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0276169,3,6,3,0,0,3,5,11,3,0,0,0
FBgn0258441,0,0,0,0,0,0,1,0,0,0,1,0
FBgn0258440,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0241768,21,37,11,23,7,49,29,8,17,17,34,18
FBgn0241769,667,544,496,617,456,2540,662,617,706,715,566,501
FBgn0241766,11929,11713,10179,10416,10271,53255,11998,13603,15164,8979,10417,8658
FBgn0241767,2177,1432,1539,1816,1320,6957,1911,1771,2179,2081,1510,1652
FBgn0228633,1184,739,813,1045,817,4472,1129,1144,1206,1502,997,760
FBgn0241765,3661,2727,2801,2541,2179,11311,3436,3073,3445,3089,2266,2003
FBgn0228635,12490,12027,10133,15608,13340,66947,11200,12120,13117,16217,13780,13048
FBgn0241763,1394,1080,1034,1111,956,2331,1256,1180,1292,1221,993,965
FBgn0241760,4487,4244,3647,3293,3097,17736,4445,4470,4891,3628,3397,3380
FBgn0241761,849,767,739,824,687,3696,868,818,916,819,751,590
FBgn0239592,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0239593,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0239590,0,0,1,0,0,0,0,0,0,0,0,0
FBgn0239591,4636,6488,4793,6833,7342,41484,6055,6802,8325,4576,7106,7660
FBgn0239596,14736,14550,13421,21198,19412,100022,16062,18485,19226,18978,21332,21604
FBgn0236252,747,624,691,840,606,3352,798,721,829,1022,714,676
FBgn0239594,1139,898,912,1541,1453,7665,1014,1158,1135,1753,1730,1455
FBgn0234313,1052,762,733,966,711,4394,1208,1063,1068,1251,905,755
FBgn0239598,155,141,105,98,82,401,163,168,175,81,96,75
FBgn0239599,7030,6098,5576,6981,6067,30818,7386,6812,8087,7891,6457,6030
FBgn0238428,0,0,0,0,0,6,0,6,0,0,2,0
FBgn0239272,3894,3646,3153,3407,3148,16117,3786,3920,4881,4013,3240,2809
FBgn0230506,5,0,2,8,0,6,6,2,2,5,0,2
FBgn0229949,4360,4174,3701,3608,3367,15885,4432,4584,5263,3312,3317,3085
FBgn0230504,1568,1485,1206,2342,2202,11330,1786,1776,2027,1743,2257,2286
FBgn0230505,0,6,5,2,4,7,4,4,3,0,0,0
FBgn0230502,9144,8356,7404,10475,8991,47916,9474,10649,11537,9198,9951,8884
FBgn0230503,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0230500,18985,21445,14470,18495,18917,98371,20707,22351,26106,16591,21377,21741
FBgn0229940,704,537,599,920,710,3736,755,667,735,1025,731,642
FBgn0229941,706,643,537,718,604,4093,719,747,846,776,728,600
FBgn0229942,1187,917,897,1198,932,4425,1381,1171,1246,1256,927,974
FBgn0229943,10702,10607,8444,13876,13742,76622,12275,12934,15212,11551,14451,13991
FBgn0229944,1412,1213,1085,767,636,3144,1605,1462,1349,780,704,563
FBgn0229945,2254,2097,2005,2208,2367,11123,2397,3007,2958,2012,2483,2351
FBgn0229946,3110,3091,2714,2873,3268,14462,3039,3428,3873,2691,3005,2882
FBgn0230509,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0242312,1094,895,796,973,889,4330,1003,1096,1142,990,873,948
FBgn0258999,3,3,2,1,5,15,1,1,3,3,4,4
FBgn0258998,0,1,1,1,3,5,2,1,2,1,2,1
FBgn0258997,2,1,1,1,3,12,5,6,2,3,4,4
FBgn0258996,6,7,7,8,5,26,5,5,7,16,6,5
FBgn0258995,0,2,0,0,0,6,0,0,0,0,1,0
FBgn0258994,6,6,4,0,0,0,6,6,5,0,0,0
FBgn0258993,5,7,7,2,4,11,7,8,12,3,6,3
FBgn0235774,9261,8639,7107,5165,5114,25392,10094,10576,11860,4299,5383,5640
FBgn0258991,2,3,3,2,3,8,1,2,2,2,1,2
FBgn0258990,4,5,2,0,0,0,2,4,5,2,0,0
FBgn0231277,698,560,573,1090,1015,6383,489,492,599,1241,1042,949
FBgn0231276,96,48,51,123,93,429,53,22,43,94,57,117
FBgn0231275,3619,3027,2732,2355,2038,10324,3447,3564,3901,2818,2210,2063
FBgn0231274,0,0,0,0,0,5,0,0,0,0,0,0
FBgn0231273,896,612,624,480,413,2115,977,956,972,510,462,423
FBgn0231272,4,6,6,11,10,93,2,0,11,29,10,10
FBgn0231271,9,4,0,6,0,9,20,16,7,0,0,0
FBgn0276165,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0231279,5,15,13,3,12,2,3,7,14,2,8,6
FBgn0231278,33,20,23,17,7,86,19,22,22,18,27,8
FBgn0276197,42,36,27,74,91,453,32,43,59,60,66,93
FBgn0276196,7,10,6,9,9,13,5,1,8,11,6,9
FBgn0276195,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0239047,5492,5610,5042,6801,6595,38736,6357,6664,8074,5712,7270,7429
FBgn0276193,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0239041,492,414,400,376,248,1427,557,469,510,371,293,282
FBgn0276191,436,547,435,124,149,728,520,519,721,113,155,140
FBgn0276190,0,0,2,0,0,0,0,0,0,0,0,0
FBgn0239049,11021,12320,10640,12748,12996,69817,11776,12926,16650,9146,10156,9522
FBgn0276199,166,261,177,249,366,2238,225,308,327,125,364,505
FBgn0276198,6,3,0,2,3,11,0,0,5,5,3,7
FBgn0231335,193,152,134,165,132,495,182,152,171,171,136,124
FBgn0242318,11509,10497,9448,11776,10385,55361,11032,12188,13194,12299,10801,10011
FBgn0234209,511,411,399,419,317,1749,724,656,703,701,523,553
FBgn0258950,6,10,6,8,6,44,5,6,5,4,4,10
FBgn0237998,296,253,254,239,189,1005,295,249,365,220,196,170
FBgn0237999,269,193,231,201,153,816,278,241,247,232,152,126
FBgn0237994,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0237995,1099,902,1000,747,704,3601,1163,1095,1043,764,733,655
FBgn0237996,5611,4798,4198,5167,4269,24179,5391,5548,6036,5426,4723,4588
FBgn0237997,1026,831,701,875,786,4428,893,1098,1165,826,819,826
FBgn0237990,6783,5875,5428,6309,5713,31647,7145,7736,8107,7785,6700,6540
FBgn0237991,11575,11357,10604,12598,11172,58652,15247,15648,17745,11853,12057,10986
FBgn0237992,22650,22403,19441,19798,20780,115730,22480,25442,26524,18999,21642,22047
FBgn0237993,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0276229,2195,1622,1843,1480,1491,6988,1691,1745,2219,1900,1324,1311
FBgn0276228,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0239103,15,5,2,20,13,60,22,13,14,7,6,13
FBgn0239102,17,23,14,29,6,60,30,12,13,13,22,14
FBgn0239105,2744,2362,1985,2424,2098,11359,2841,2792,3118,2611,2358,2076
FBgn0235778,3505,2824,2888,2836,2746,13511,3215,3036,3673,3182,2674,2345
FBgn0239107,0,5,0,3,3,15,10,0,0,0,3,0
FBgn0240826,5570,5416,4705,5173,4824,26142,5800,6618,7132,4698,5282,5115
FBgn0276221,6,3,0,0,0,13,6,3,5,0,0,3
FBgn0239108,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0276223,4666,4425,3780,20,25,66,4747,4769,5046,12,33,20
FBgn0237178,5,0,4,949,933,4447,0,0,0,831,689,697
FBgn0276225,28,51,47,5,7,64,36,48,60,16,11,14
FBgn0276224,2,3,0,2,0,11,4,0,2,7,9,5
FBgn0276227,393,337,365,428,327,1964,429,462,503,432,371,349
FBgn0276226,4,0,0,0,4,12,2,0,0,0,2,4
FBgn0277059,9,18,17,11,10,22,7,8,12,9,17,12
FBgn0277058,1066,759,937,1987,1585,9288,1022,1263,994,2857,2086,1789
FBgn0230231,852,663,572,839,701,1016,828,803,829,1210,785,763
FBgn0277146,6,3,12,4,6,34,3,10,8,4,6,5
FBgn0277051,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0277050,7,9,17,15,17,49,13,7,19,13,7,11
FBgn0277053,0,0,0,4,4,32,0,0,2,5,7,6
FBgn0277052,10,8,2,0,2,2,0,4,0,0,0,1
FBgn0277055,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0277054,0,0,0,0,0,0,0,0,0,0,2,0
FBgn0277057,0,2,0,0,0,0,0,0,0,0,0,0
FBgn0277056,5420,5076,4506,5250,5261,27777,5365,5823,5840,5847,5494,5315
FBgn0240682,1799,1461,1416,1372,1237,6152,1574,1778,1932,1495,1156,1087
FBgn0240683,3211,3041,2545,2892,2819,15515,3124,3230,3906,3189,3189,3413
FBgn0240681,4502,3911,3673,3996,3863,20157,4254,4348,5253,4282,3936,3828
FBgn0240686,34,51,29,18,32,245,40,55,41,16,28,9
FBgn0240827,108,88,46,181,107,541,374,314,230,147,165,118
FBgn0240684,851,646,669,701,578,2993,846,847,890,861,643,504
FBgn0240685,21084,33043,25302,37369,38720,219468,28075,32251,39849,24618,37388,41059
FBgn0240688,17867,15581,13276,19706,18494,95316,18386,17973,20633,20581,19502,18671
FBgn0240689,434,387,349,811,723,3882,522,422,529,868,788,688
FBgn0241887,1837,1706,1556,2265,1941,10844,1762,1808,2017,2390,2024,1870
FBgn0241886,2122,1952,1831,4193,3683,19398,2295,2370,2411,3981,4172,3826
FBgn0241885,1533,1095,1091,1715,1291,6602,1643,1523,1517,1879,1425,1057
FBgn0241884,683,670,516,665,593,3131,645,662,801,773,577,489
FBgn0241882,1516,1210,1166,739,756,3549,1495,1543,1592,662,614,529
FBgn0241881,7905,6752,6019,7144,5777,29795,7959,7646,9098,7980,5940,5482
FBgn0241880,249,206,188,212,186,1078,212,215,258,267,233,194
FBgn0241952,159,0,5,11,0,5,0,0,0,0,0,0
FBgn0238813,0,0,0,0,0,0,2,7,0,0,0,0
FBgn0241889,0,0,4,3,2,13,13,2,0,0,0,0
FBgn0241888,75,71,74,272,199,1278,151,151,152,393,258,193
FBgn0066133,6675,5677,5146,5794,4703,25327,6824,8320,7179,6457,5299,4987
FBgn0066136,2906,3130,3194,4131,3214,17115,3214,3528,4016,3694,3528,3245
FBgn0066137,1347,1195,1081,1319,1099,5836,1295,1404,1469,1321,1062,944
FBgn0066134,4038,3057,3108,3542,3100,17910,4865,4169,4058,3862,3943,3699
FBgn0066135,18402,9996,8990,14163,9726,47758,15113,14410,10811,11004,12654,9543
FBgn0066138,6693,5435,5766,7273,6037,35072,8321,7545,8753,8067,7722,7009
FBgn0066139,4168,3407,2980,3488,3186,16699,4060,3975,4389,3672,3401,3370
FBgn0238319,1594,1170,1288,1323,975,5988,1764,1568,1596,1540,1180,1163
FBgn0238318,177,156,164,184,211,1068,174,191,176,169,182,188
FBgn0241527,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0238313,5682,4869,4191,5676,5060,26827,5234,5530,5754,6494,5316,4970
FBgn0238312,84,86,74,61,42,250,103,100,108,62,61,63
FBgn0238311,9542,8279,7330,11295,10183,59750,11866,11519,12785,10083,11474,11550
FBgn0238310,1113,971,865,880,748,4143,1129,1165,1243,991,745,742
FBgn0238317,35,53,22,23,32,143,42,59,47,15,19,25
FBgn0238316,10073,14051,11156,16590,17308,93222,12441,15013,17539,12071,16759,18253
FBgn0238315,12114,12099,10108,12103,11447,60002,13031,13398,14917,10910,11740,11881
FBgn0238314,0,0,0,0,0,2,0,0,0,0,0,0
FBgn0240974,0,0,0,3,3,11,2,0,0,4,0,2
FBgn0240975,3246,3065,2549,3170,3137,15452,3440,3347,3722,3054,2996,2795
FBgn0240970,6,10,10,0,3,30,6,10,13,6,0,5
FBgn0240971,2571,2028,2161,2689,2034,11159,3078,2785,3038,3304,2476,2097
FBgn0235598,0,2,0,0,0,14,0,4,0,4,4,7
FBgn0235599,0,0,0,0,6,15,0,0,0,0,0,0
FBgn0235596,142,107,98,545,404,2751,159,145,140,1004,1088,813
FBgn0235597,0,0,0,0,0,16,2,0,2,4,6,8
FBgn0235594,124,74,78,33,20,114,104,121,121,31,25,32
FBgn0235595,1141,962,999,1077,883,4979,1273,1204,1232,1356,1049,909
FBgn0235592,1207,1163,999,1184,1136,6240,1211,1347,1643,901,1111,1124
FBgn0240979,36607,47103,40210,19850,18435,102504,41765,52229,60613,16592,19082,18457
FBgn0234973,925,807,727,944,886,4810,1087,1043,1106,1430,1027,935
FBgn0234972,3143,2705,2638,2504,2335,12019,2865,2847,3134,2953,2298,2216
FBgn0234970,0,0,0,0,3,10,7,2,0,0,0,0
FBgn0234977,304,214,231,107,94,519,229,337,258,88,75,33
FBgn0234976,0,2,2,0,0,0,0,0,0,0,0,0
FBgn0234975,3555,4594,3283,5056,5141,28134,4200,4790,5774,2896,4526,4802
FBgn0234974,1734,1581,1376,1383,1236,6362,1233,1405,1473,1183,1009,855
FBgn0237151,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0276167,0,2,0,0,0,0,1,0,1,0,0,0
FBgn0237519,20,19,11,14,13,55,17,23,15,14,22,16
FBgn0250859,27,24,6,45,32,138,36,29,33,17,24,41
FBgn0235123,612,516,518,392,370,2056,690,656,723,676,569,534
FBgn0242530,0,8,0,0,0,2,0,0,8,0,0,3
FBgn0275758,19,15,7,18,13,49,17,11,7,14,7,7
FBgn0238271,43623,22535,34691,45567,43350,144382,26684,26459,55443,40130,46428,44727
FBgn0238272,5858,4992,4643,5373,5022,27146,5562,5986,6513,5346,5371,5040
FBgn0238273,0,0,0,0,0,6,0,0,0,0,0,0
FBgn0238274,8902,7999,6844,8485,7963,38975,8971,9702,10524,8866,7973,7475
FBgn0238275,359,315,365,384,318,1639,456,426,476,468,361,284
FBgn0238276,7606,6473,5530,6954,6094,32408,7206,7375,7821,7159,6282,6602
FBgn0238277,86,77,94,135,107,582,93,60,95,161,110,111
FBgn0275750,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0275751,4,2,3,0,0,2,2,7,2,2,0,0
FBgn0275752,0,0,0,0,0,0,0,0,0,3,0,0
FBgn0275753,5,0,3,0,0,4,0,0,0,4,0,2
FBgn0275754,31,12,0,14,4,82,15,12,13,10,6,10
FBgn0275755,120,148,107,92,60,447,95,105,141,74,72,62
FBgn0275756,0,0,0,0,2,5,0,0,3,0,0,2
FBgn0275757,0,0,4,0,4,2,5,13,4,0,3,0
FBgn0235372,2046,1773,1618,2068,1868,9076,2087,1962,2331,2176,1891,1723
FBgn0235373,186,248,185,177,253,1263,251,236,253,198,244,203
FBgn0235371,26546,20940,20312,23106,22203,115749,25269,27015,29238,26458,25014,22643
FBgn0235376,32124,33982,27160,33619,34871,192754,34886,39634,42411,31313,36811,37024
FBgn0235377,158,126,116,114,122,686,375,370,365,104,139,104
FBgn0235374,940,627,704,643,664,3372,869,859,905,957,762,631
FBgn0235375,328,215,237,198,188,903,452,400,561,354,294,343
FBgn0235378,1647,1341,1234,1140,1040,5739,1638,1531,1762,1277,1101,1024
FBgn0276849,463,422,350,426,500,2832,394,649,453,337,460,561
FBgn0276848,12,10,8,8,11,29,4,18,14,12,10,12
FBgn0239074,671,537,509,857,735,3925,667,680,735,852,763,605
FBgn0235121,5812,5182,4571,4870,4511,24018,7776,6963,7767,5208,4947,4583
FBgn0237154,0,0,0,0,0,0,2,0,0,0,0,0
FBgn0238425,784,678,635,527,483,2389,903,851,1121,567,507,433
FBgn0276843,1230,973,936,976,974,5030,1173,1286,1408,925,976,957
FBgn0237155,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0276842,30,15,6,10,7,24,33,19,21,13,15,9
FBgn0228436,9,4,10,4,9,58,21,8,8,0,3,6
FBgn0238424,5325,4450,4032,4433,3521,19914,4792,5045,5255,4950,4086,3650
FBgn0275868,3,2,4,2,0,30,1,1,2,2,2,0
FBgn0242036,64,27,43,78,68,368,42,28,46,51,52,50
FBgn0242034,495,397,391,91,60,501,455,434,395,113,85,42
FBgn0242465,147,158,102,302,166,976,129,104,104,346,216,156
FBgn0237055,26,40,31,35,35,166,39,46,44,28,32,31
FBgn0237054,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0237057,592,437,448,483,432,2183,507,544,465,592,429,440
FBgn0237056,812,717,696,1189,1076,5474,833,1034,877,1538,1189,1139
FBgn0237051,0,6,6,0,2,10,0,1,3,4,1,0
FBgn0237050,917,743,601,758,572,3283,729,854,1037,612,674,601
FBgn0236638,35,37,25,74,50,202,36,47,56,104,48,52
FBgn0242296,491,381,405,479,356,2008,507,539,655,507,372,407
FBgn0232619,193,180,157,171,133,823,201,305,238,224,130,114
FBgn0237058,3979,3247,3031,3378,3636,17392,4454,4868,4428,3288,3472,3569
FBgn0067989,4146,4764,4354,6363,5942,32912,5562,6095,7407,4844,6154,5942
FBgn0068493,4222,3157,3050,4514,3773,18462,4154,3909,4236,4731,3552,3125
FBgn0068492,10121,7589,7728,10531,8296,42025,10665,9713,10244,12811,9327,8352
FBgn0068491,12325,8633,9433,12433,9478,50221,14866,13005,13746,17282,11399,9343
FBgn0068490,295,196,213,300,238,1174,276,276,334,338,285,254
FBgn0228842,7616,6551,5628,7916,6727,36301,7321,7274,8127,7291,6492,6453
FBgn0068496,5862,7038,6416,8436,6986,38484,7399,8694,9619,8197,8151,7088
FBgn0068495,0,4,3,70,0,8,0,0,0,50,6,0
FBgn0068494,23013,18902,18258,20069,17548,92336,26911,25779,27604,24646,20533,19308
FBgn0235125,1926,1830,1584,1751,1579,8209,1795,1770,1926,1380,1430,1339
FBgn0068499,4164,3199,3227,3524,2974,16134,3192,3384,3900,4212,3479,3448
FBgn0068498,622,475,486,631,458,2677,644,639,733,726,645,455
FBgn0228848,0,0,0,0,0,0,0,3,0,0,0,0
FBgn0242927,690,440,517,603,509,2680,626,523,657,719,483,413
FBgn0258607,10,12,9,13,12,84,11,17,16,15,14,15
FBgn0237576,335,215,448,110,145,409,503,1220,438,138,69,37
FBgn0229715,2,0,0,0,0,0,0,0,0,4,0,0
FBgn0229714,329,274,265,293,195,1171,343,327,329,311,232,312
FBgn0229717,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0229716,0,0,0,0,0,0,0,1,0,0,2,0
FBgn0229711,101,63,42,51,27,118,41,23,38,46,35,45
FBgn0229710,8009,7302,6361,5711,5331,28402,7851,8120,8684,5916,5716,5195
FBgn0229713,602,529,508,710,623,3010,685,674,677,916,624,620
FBgn0258611,2,2,1,4,2,7,2,1,0,1,2,1
FBgn0237231,21,6,0,2,18,39,12,4,12,5,8,3
FBgn0237230,3596,2931,2902,3592,3120,16402,3806,3570,4125,3416,3342,3275
FBgn0237233,0,4,0,0,0,5,4,0,0,0,2,0
FBgn0229719,19,2,2,7,2,8,4,2,16,5,13,2
FBgn0237234,4,7,3,0,0,3,4,2,4,1,1,1
FBgn0237237,1634,1556,1325,1853,1713,9011,1556,1516,1983,1664,1772,1684
FBgn0237236,6,6,6,2,4,37,4,2,8,1,1,2
FBgn0258341,1,1,0,1,1,9,0,0,2,6,0,1
FBgn0258346,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0258615,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0239691,0,0,5,0,0,0,0,2,6,0,0,0
FBgn0239690,71,18,32,15,12,44,85,181,58,26,6,5
FBgn0275969,18,37,31,87,39,257,34,57,67,30,41,46
FBgn0275968,82,95,82,116,130,613,76,99,106,110,134,127
FBgn0239695,732,714,574,386,378,1897,769,716,871,444,399,344
FBgn0258344,0,0,0,0,1,0,0,0,0,0,0,0
FBgn0239697,1145,889,1060,571,618,3023,942,1049,1188,570,566,466
FBgn0239696,582,491,445,752,799,3701,520,710,540,885,834,739
FBgn0239699,1351,1447,1300,1684,1480,7380,1698,1785,1818,1327,1482,1461
FBgn0275962,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0275961,102,82,81,132,98,643,138,135,149,78,128,120
FBgn0258345,0,0,2,0,0,0,0,0,2,0,0,0
FBgn0275967,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0275966,1468,2047,1500,1723,1805,8994,1914,2142,2906,1417,1741,1760
FBgn0275965,0,0,0,0,2,0,0,0,0,0,0,0
FBgn0275964,1,1,0,3,2,15,4,1,1,2,2,2
FBgn0258618,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0240372,876,911,670,393,357,2053,1052,897,1128,503,443,384
FBgn0240373,5,4,2,0,3,17,10,3,6,7,5,4
FBgn0240370,7043,6250,5457,6770,6234,33664,7073,7044,8228,7006,6917,6518
FBgn0240371,60,56,65,5,4,41,57,64,64,10,13,3
FBgn0240376,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0240377,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0240374,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0240375,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0240378,3,0,0,0,0,2,0,0,0,0,0,0
FBgn0240379,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0084486,4,4,2,6,0,8,0,2,4,3,0,0
FBgn0231175,1361,1248,1070,825,552,3110,1496,1399,1539,1131,670,595
FBgn0243302,12,0,6,1,0,2,4,6,2,1,1,1
FBgn0243303,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0243300,114,79,96,89,50,225,100,89,140,53,48,30
FBgn0243301,33416,27873,27076,29178,26045,150098,35775,36102,38598,37937,30827,28068
FBgn0243306,17370,16518,13550,15868,14929,75118,16837,17620,20126,14048,13797,13616
FBgn0243304,203,107,203,145,108,282,279,136,186,159,95,146
FBgn0243305,12754,11955,11339,15883,12754,66281,13854,15249,16482,15506,14118,12040
FBgn0276056,406,302,337,169,131,641,485,479,516,191,118,95
FBgn0276057,1910,2129,1983,3465,3321,17968,2471,2775,3136,2333,3356,3426
FBgn0276054,321,204,245,228,184,1160,261,271,301,269,194,177
FBgn0276055,0,0,2,0,0,0,0,0,0,2,0,0
FBgn0276052,0,0,0,0,0,7,0,0,0,0,0,0
FBgn0276053,1,0,2,0,1,11,4,3,8,7,11,0
FBgn0276050,516,567,483,740,736,3683,592,718,798,597,775,661
FBgn0276051,21,18,21,49,32,61,20,24,33,36,29,18
FBgn0276058,41,16,22,16,26,109,14,39,20,9,15,14
FBgn0276059,0,3,0,0,0,1,0,0,1,0,0,1
FBgn0277266,3791,4568,3604,6714,7152,35687,878,991,964,1032,1113,1387
FBgn0277267,848,801,585,928,818,4136,841,872,925,885,826,780
FBgn0232469,6740,6975,6053,7702,7319,38092,7546,9056,9775,7553,8162,7231
FBgn0232468,1934,752,1476,3487,2850,14870,1263,1216,1475,2229,2250,577
FBgn0277262,0,0,0,0,1,5,1,0,0,0,0,0
FBgn0277263,0,0,0,0,0,1,5,7,5,10,6,10
FBgn0277260,0,0,0,0,0,0,890,926,924,845,454,437
FBgn0277261,42,65,24,50,58,318,37,62,84,54,63,65
FBgn0232462,411,308,247,312,173,798,186,97,205,252,152,181
FBgn0277268,0,0,0,0,0,5,0,0,3,0,0,0
FBgn0277269,4,0,0,0,0,13,5,0,6,0,0,3
FBgn0068447,18529,18422,16557,15282,16356,88919,18867,21226,23370,15246,17196,16765
FBgn0231048,13,7,10,15,11,53,10,0,8,10,5,6
FBgn0236018,3185,2798,2331,2867,2739,15593,3376,3395,3726,3137,3080,2933
FBgn0231044,631,527,568,529,489,2378,614,681,691,573,512,401
FBgn0236541,3192,2807,2371,3083,2571,13233,3488,3215,3642,3473,2866,2403
FBgn0236542,162,104,109,164,139,806,147,136,158,185,166,151
FBgn0236543,7187,6622,5357,6689,7628,41891,7948,7745,9116,7097,7885,7514
FBgn0236544,10701,9651,9222,10665,9546,50599,11196,11424,12915,12568,10842,9890
FBgn0236545,8,5,7,9,2,21,4,4,8,15,7,6
FBgn0231042,6260,5457,4722,5012,4573,25816,6290,6077,6556,5067,4429,4558
FBgn0231043,14151,13621,10948,14572,14562,74522,13468,15262,15930,14295,14121,14150
FBgn0230313,4953,4811,4138,4692,4668,25041,5083,5524,5843,4812,5073,4924
FBgn0230311,2835,2279,1900,4080,3945,23138,3829,3457,3627,3030,4291,4615
FBgn0230310,2,2,0,0,0,4,2,1,9,3,0,0
FBgn0230315,30,32,25,23,19,128,27,25,51,32,16,24
FBgn0230314,137,99,79,186,165,835,120,95,144,207,161,125
FBgn0230319,6764,5879,5289,5805,5037,27570,6253,6995,7733,6294,5642,5573
FBgn0240761,13,0,0,30,32,102,12,6,16,20,26,62
FBgn0240760,101,43,52,44,17,126,29,33,43,18,11,11
FBgn0240763,20,13,15,18,20,90,41,21,21,26,6,23
FBgn0240762,695,585,621,401,331,1955,491,621,858,386,355,281
FBgn0240765,6,8,14,10,8,29,8,2,6,7,8,8
FBgn0240764,6,4,3,0,2,24,0,3,6,8,7,4
FBgn0240767,140,178,109,100,46,446,137,172,127,79,35,23
FBgn0240766,112,85,101,110,73,744,93,106,162,106,98,86
FBgn0240769,15786,12305,12251,16461,12911,67642,17060,15085,16425,18613,14114,12639
FBgn0240768,139,89,85,323,197,1336,184,114,188,337,222,194
FBgn0233839,262,239,218,198,194,950,246,261,278,195,148,160
FBgn0230801,23,13,9,11,25,55,12,31,14,27,24,11
FBgn0232072,194,232,230,276,338,1624,230,307,287,256,269,301
FBgn0234340,117,171,105,185,159,888,233,344,430,330,290,282
FBgn0230374,6920,6375,5145,7465,7066,36900,6786,7182,8077,7318,6763,6751
FBgn0230377,136,121,108,132,117,579,135,139,164,136,148,110
FBgn0233702,577,11,2,264,14,497,540,3,29,513,123,19
FBgn0230376,4466,4251,3741,1032,861,4702,4915,4847,5395,1021,820,863
FBgn0242239,455,331,366,551,358,2210,540,498,510,757,448,384
FBgn0275504,0,0,0,0,0,0,0,4,0,0,0,0
FBgn0275507,101,90,112,76,44,386,93,90,117,90,85,54
FBgn0275506,8385,7033,6628,9772,8665,45740,9249,9822,10757,7803,9571,8658
FBgn0275501,0,0,0,1,1,3,79,90,108,51,68,53
FBgn0275500,103,94,83,113,99,545,114,149,126,103,115,123
FBgn0275503,12,17,19,23,25,144,12,31,17,33,30,18
FBgn0258295,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0242231,4850,5513,5051,6180,6478,32607,5793,7214,7923,5209,6700,6256
FBgn0242942,5588,4314,4293,3042,3101,15942,5121,4979,6381,3433,3176,3181
FBgn0242941,2911,2550,2305,2977,2687,14617,2886,3196,3391,3329,3025,2930
FBgn0242940,785,608,552,529,438,2626,712,750,684,576,494,493
FBgn0242235,3885,3399,1191,3309,2889,6403,1747,4275,1768,1517,3489,1310
FBgn0275508,0,0,0,0,0,5,0,0,0,0,4,0
FBgn0242945,3732,3179,3249,2764,2668,14066,2898,3182,3769,3042,2617,2505
FBgn0242944,483,498,493,666,656,3140,598,627,618,847,639,531
FBgn0237804,7256,5787,6022,6115,5363,30082,3434,3726,4624,3653,3080,2907
FBgn0258297,0,0,0,0,0,1,0,0,0,1,0,0
FBgn0277398,44,59,39,52,55,394,56,70,79,48,83,89
FBgn0258290,1,2,1,1,1,13,1,1,2,7,1,1
FBgn0231928,1307,1004,1163,146,170,928,1101,1034,1166,179,186,152
FBgn0231485,0,0,0,0,2,0,2,2,2,0,0,0
FBgn0258291,1,1,1,0,0,2,1,0,1,1,1,0
FBgn0236607,1137,957,880,1036,907,4751,1176,1011,1181,1269,1011,922
FBgn0258292,1,2,1,1,1,12,1,1,2,7,1,1
FBgn0228090,1003,754,718,739,617,3078,905,841,924,769,597,546
FBgn0258293,1,1,1,0,0,2,1,0,1,1,1,0
FBgn0236605,1317,1323,1249,1229,1176,6326,1303,1362,1695,1185,1183,1300
FBgn0237805,13022,9705,10393,9148,7979,45821,9132,9526,12437,9522,8819,8806
