genes,A10_Ta18fBr_a,A11_Ta18fBr_b,A12_Ta18fBr_c,B10_CY07fBr_a,B11_CY07fBr_b,B12_CY07fBr_c,D10_Ta18mBr_a,D11_Ta18mBr_b,D12_Ta18mBr_c,E10_CY07mBr_a,E11_CY07mBr_b,E12_CY07mBr_c
FBgn0243325,60.517776,89.954163,78.43885,90.892303,114.242249,115.780945,69.979156,81.555824,89.966469,49.883602,103.047012,120.086411
FBgn0243326,0,0,0.635263,0.106103,0,0.070166,0,0.101651,0.12534,0.296534,0.25087,0.12877
FBgn0243327,0.529476,0.737024,0.908744,1.780301,2.257849,1.559571,1.029226,1.014624,1.127397,2.221233,1.657634,2.625549
FBgn0243328,0.288871,0.047824,0.102304,0.969735,1.519415,1.190533,0.079077,0.214565,0.140579,0.44571,0.566516,0.591259
FBgn0243329,1.894564,1.832706,3.53892,2.674604,1.95494,1.165671,2.189816,1.787147,2.471065,2.283244,1.613458,2.101058
FBgn0243330,64.787491,56.39333,60.071224,42.033466,42.120346,39.930752,57.85973,57.778801,55.830242,47.160191,45.377331,40.102654
FBgn0243331,24.618582,22.025826,26.596371,24.414886,18.777336,21.538025,26.45406,25.975492,24.612679,28.129074,25.347631,21.918463
FBgn0243332,114.105446,96.815948,109.848808,97.83139,105.550087,108.369621,77.665314,91.025894,96.217476,109.775879,108.862999,110.335739
FBgn0243334,1.217804,1.155503,0.921093,0.779922,1.312083,1.291451,1.133594,1.247567,1.292512,1.023292,1.31434,0.897909
FBgn0243335,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0243336,179.193954,162.89473,173.530121,128.64444,110.570595,118.370682,186.56813,166.521362,159.379395,167.776962,131.42308,122.386566
FBgn0243337,48.072849,64.488579,66.878029,71.94191,69.455162,69.189842,54.44191,65.909966,70.118515,54.377819,68.356262,65.944092
FBgn0243338,63.697414,56.497173,56.465183,53.835094,56.673256,54.46981,61.512199,59.069176,55.528831,56.527435,50.105465,50.828854
FBgn0243339,52.640797,37.960724,47.309006,42.708286,36.070549,39.484341,47.957256,45.233505,41.858658,51.972538,49.595749,33.685246
FBgn0243340,11.131689,18.87019,13.408203,11.372159,14.138174,14.676867,12.314717,15.227639,16.697359,9.303348,13.931058,16.206369
FBgn0243341,26.237909,28.029558,26.239319,32.808376,37.369179,39.359257,29.35214,28.396191,31.400843,27.535086,36.926125,40.628796
FBgn0243342,42.542465,38.082893,40.845467,40.50071,35.766968,41.016129,38.492992,40.623833,40.654129,43.036667,40.400467,37.003483
FBgn0243343,74.829391,80.760231,71.079414,72.263222,76.03614,77.565956,68.970085,76.983017,72.062675,69.185318,71.744377,79.259842
FBgn0243344,89.730797,100.533264,101.007973,101.818932,90.620018,97.012619,98.815147,104.411079,105.617889,126.214348,100.637115,93.683601
FBgn0243346,0.141515,0.193732,0.122305,0.099388,0.143001,0.149787,0.192964,0.232205,0.263627,0.222892,0.10095,0.161209
FBgn0243347,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0243348,131.602722,140.405365,144.754837,150.566406,135.508057,142.080963,121.232361,139.952103,138.07695,131.761261,148.398331,136.657654
FBgn0243349,7.454594,7.49786,6.668121,3.879364,6.572696,5.340145,4.909004,5.345725,6.516242,3.262738,5.076934,3.738772
FBgn0243350,307.194763,311.908508,315.412933,239.794174,228.032181,220.29364,313.966644,328.733368,326.864807,227.623444,222.167206,192.46347
FBgn0243351,29.394981,24.054644,22.240473,22.701927,22.150301,18.971367,24.575052,23.204626,23.077267,19.648327,20.018724,18.234306
FBgn0243352,6.883323,5.42904,5.865394,4.388412,3.107228,2.780256,4.998042,7.201998,5.209678,2.547348,3.690635,2.415337
FBgn0243353,343.077179,389.903442,357.784637,281.56781,322.367645,321.898224,315.144836,341.702759,332.183105,263.824799,294.873383,321.673248
FBgn0243354,55.184288,63.361374,52.935757,68.976624,79.176239,80.14193,45.175545,53.295216,54.664825,60.21431,72.427849,76.609001
FBgn0243356,12.03749,10.819383,10.548678,8.961626,10.227002,8.6237,11.611538,10.762763,11.629479,7.984736,8.503053,9.564986
FBgn0243357,49.161808,44.044613,46.332561,51.046543,52.741482,49.596394,46.401611,52.302219,46.152733,63.402645,55.702988,58.349365
FBgn0243358,145.833649,155.087723,140.483719,158.385376,170.896912,164.675201,144.795303,152.532669,148.627884,121.709702,158.165558,166.813995
FBgn0243360,27.981266,27.137434,33.222328,23.380871,23.380314,23.793022,31.429026,27.352497,29.54039,32.599289,24.961428,21.910496
FBgn0243361,94.110313,75.157555,89.319977,80.970589,67.556374,80.067871,68.957932,64.770973,90.815201,97.473953,94.532135,98.673454
FBgn0243362,38.242226,36.578178,36.678055,50.694885,50.161201,50.603397,39.365799,34.61478,33.125671,54.736225,51.442432,52.799446
FBgn0243363,33.818966,31.984295,27.830935,31.450916,30.840864,31.215485,33.840084,33.514164,32.543915,35.341663,31.871162,32.693085
FBgn0243364,383.478271,375.602112,398.737488,378.218018,327.167877,335.893616,425.736359,369.768463,376.967621,464.936249,366.668976,342.921661
FBgn0243365,0,0,0.392618,0.874228,0.125496,0.694122,0.706772,0,0.114441,0.881318,0.705845,0.450823
FBgn0243367,161.766068,181.665131,156.555542,180.501007,215.058868,210.09552,151.777161,166.108307,169.320068,162.580872,219.132156,255.411697
FBgn0243368,20.998533,23.175755,21.493141,15.534493,16.091125,16.890789,21.64538,27.784168,25.969498,15.560771,13.984507,14.519314
FBgn0243369,42.407997,45.229607,47.210247,36.692436,40.311592,38.254478,35.59454,40.588379,40.595497,40.182087,38.51759,34.089657
FBgn0243370,0.592028,0,0.21315,0.627379,0,0.614513,0.490704,0,0,0.982961,0,0.256365
FBgn0243371,99.513832,100.909721,95.531013,87.642326,90.42083,93.444359,93.524544,94.462715,93.749588,92.356834,92.729324,100.41127
FBgn0243372,18.511761,13.400824,15.468474,10.590883,10.223479,11.134322,16.210022,16.056316,16.586966,13.060845,11.921394,9.635081
FBgn0243373,99.426392,99.893631,94.709343,84.821342,83.450653,90.013809,92.979515,90.816162,90.616638,95.053055,90.091049,81.601601
FBgn0243375,0,0.053896,0,0,0,0.0152,0,0.211239,0,0.041723,0,0.066006
FBgn0243376,0.183441,0.187783,0.17198,0.112435,0.22143,0.294322,0.202942,0.311388,0.294735,0.255367,0.161407,0.264771
FBgn0243377,132.75354,142.140747,137.518463,126.427765,125.680031,130.22438,121.865616,116.955711,128.868942,125.065109,128.276199,132.888367
FBgn0243378,1.591617,2.563239,1.230855,1.732085,1.757617,1.757867,1.507381,2.136375,1.617593,1.161816,1.300189,2.289199
FBgn0243380,0.408708,1.010287,0.256173,5.240475,4.777396,4.051548,0.438514,0.451067,0.413161,3.746562,5.124604,3.481437
FBgn0243381,14.276649,14.613692,12.055323,13.785034,14.698514,15.204853,13.15168,14.559464,13.78025,12.983754,15.23515,15.860074
FBgn0243383,57.88031,53.850307,52.841526,59.300911,63.751057,62.705753,59.173889,56.004879,53.175823,68.903976,63.744331,68.064011
FBgn0243384,27.307863,22.328554,25.669243,28.927841,36.902954,41.821442,19.600187,21.479218,25.903122,32.020111,41.513329,41.390385
FBgn0243385,16.606684,13.28124,16.361254,18.477341,20.146093,18.184521,14.835603,17.009874,14.632688,24.253338,18.650318,18.168507
FBgn0243386,781.791931,740.290771,779.19165,804.40033,699.773438,756.970398,885.106079,806.608948,788.122253,1006.76416,825.449524,769.113037
FBgn0243387,0,0,0,0,0,0,0,0.079507,0,0,0,0
FBgn0243388,0.443887,0.292996,0.448395,0.536091,0.487405,0.548289,0.426439,0.573039,0.464185,0.340822,0.617401,0.437212
FBgn0243389,21.529583,28.732094,25.841181,28.545694,31.191326,32.513729,26.599989,29.271376,33.220402,20.747057,31.497927,30.54216
FBgn0243390,0,0.173086,0,0,0,0,0,0,0,0.042771,0,0
FBgn0243391,66.735489,62.663555,69.564331,65.382874,63.887611,66.864639,67.797821,64.985229,64.476387,73.901756,63.355648,63.745625
FBgn0243392,0,0,0,0,0.105845,0.14473,0,0.167229,0.085145,0.150721,0.106331,0
FBgn0243394,1.183527,1.234697,1.284525,0.181109,0.654789,0.360068,0.683667,1.057578,0.644898,0.206364,0.375726,0.15398
FBgn0243395,9.306639,9.256872,9.565763,6.311156,7.206325,6.552711,7.436147,7.695877,7.946999,7.324602,6.782964,6.990563
FBgn0243396,0,0.130855,0.055425,0.316666,0.137563,0.245254,0.031961,0.021654,0,0.165821,0.073825,0.190832
FBgn0243397,5.019766,3.530842,4.094956,2.067077,3.002357,1.953312,2.379063,2.871464,2.971286,2.625282,2.463276,3.401748
FBgn0243398,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0243399,1.552087,0.567197,0.480322,1.641615,0.751625,0.981734,0.664293,0.438297,0.170101,3.27179,0.954841,1.686121
FBgn0243400,351.270599,315.549438,329.833649,309.372009,290.152924,283.604218,344.783356,341.541779,278.089966,338.937988,248.856049,268.111298
FBgn0243401,1.630499,1.179372,1.584726,0.929237,1.37929,1.245903,1.237404,1.146958,1.475084,0.780078,1.131104,1.318661
FBgn0243402,117.971519,106.148476,117.284195,119.214813,111.75219,110.535538,100.352112,103.73735,100.347801,124.598648,114.449272,110.979179
FBgn0243404,0,0.082055,0.044342,0.118643,0.069546,0.066936,0.042763,0.039418,0.044937,0,0,0
FBgn0243405,13.566103,15.666738,15.635739,19.135731,23.356516,20.683718,15.063514,17.064783,16.579002,29.467344,26.671867,29.509941
FBgn0243406,0.356967,0.28848,0,0.160981,0.146751,0.178829,0.272263,0.204291,0,0.174972,0.278154,0.180042
FBgn0243407,3.413682,7.816496,3.457902,5.121527,5.54612,17.806801,16.853251,0.962351,14.161182,1.779055,17.493355,0.972862
FBgn0243408,113.103531,115.120644,117.356857,119.937859,118.852287,120.547852,107.690857,108.285583,105.063171,141.722321,124.789818,122.932541
FBgn0243410,139.789719,138.198044,133.491486,119.77153,125.547073,130.408371,124.643646,135.913147,125.051529,127.70533,125.679802,134.348526
FBgn0243411,31.974556,34.475906,30.976646,32.989544,29.057171,34.332417,32.807072,33.109848,33.183254,33.029194,27.904842,31.283178
FBgn0243412,44.951309,46.064045,45.465153,42.535206,46.682934,46.609478,41.506523,41.469208,43.450832,40.838676,40.015373,43.017998
FBgn0243413,28.382118,22.811832,27.037714,22.039543,22.328066,20.683084,23.438725,22.385939,24.782343,32.630116,20.397326,25.990343
FBgn0243414,108.106293,100.708412,100.927666,79.89315,73.406235,75.874435,101.334328,91.735458,92.952545,77.518951,74.546341,70.710617
FBgn0243415,94.00029,97.108505,96.969444,98.904953,108.932175,113.142197,84.701668,89.595161,98.708069,117.288979,101.8787,107.717453
FBgn0243416,34.316933,28.889002,32.707573,23.748819,25.005806,25.424664,28.832644,32.241222,30.124187,29.30282,29.184155,25.028624
FBgn0243417,60.30706,55.24889,53.092163,57.202557,56.609646,57.623955,61.067623,61.829502,56.424244,59.697773,57.002705,60.11145
FBgn0243418,64.468353,59.918877,63.22031,54.070847,52.679077,56.804924,59.732872,60.017166,56.786995,55.861778,52.621735,52.575352
FBgn0243419,31.227987,24.945345,29.448784,24.08814,26.327631,27.328663,31.648125,30.333599,31.608021,30.112452,28.825958,22.764244
FBgn0243420,40.478882,41.680832,38.33456,32.800713,30.266575,33.571602,35.521671,34.814236,34.74181,35.748573,32.892178,33.034962
FBgn0243421,0.60629,0.800757,0.677176,0.89349,1.169134,1.3664,0.249087,0.352295,0.615561,0.622531,0.864208,1.046269
FBgn0243422,0.204312,0,0.017667,0.181946,0.288206,0.284577,0.02468,0.171151,0.037929,0.1917,0.559327,0.240199
FBgn0243423,75.242889,72.799553,69.68602,66.233261,67.882736,66.351608,73.247597,75.683655,70.813972,66.395996,64.082184,69.334984
FBgn0243424,0.061738,0.159779,0.297296,0.205612,0.187654,0.21698,0.239247,0.550242,0.284644,0.168351,0.221792,0.21645
FBgn0243425,13.394912,15.372929,13.410081,6.184915,7.178482,7.030036,13.977081,14.048415,13.427416,4.16148,5.711137,6.033757
FBgn0243426,15.369857,12.803584,14.574762,20.303999,18.394678,18.173237,13.425011,11.852871,13.412034,20.651474,18.245504,19.334833
FBgn0243427,59.678188,59.550911,65.826324,82.861542,82.494606,88.689301,56.464596,61.058746,56.125198,98.87249,89.120857,79.701775
FBgn0243428,39.190788,38.569267,44.219769,33.632847,30.586409,31.689198,34.453407,33.81641,35.016468,30.039177,27.636957,32.276672
FBgn0243429,36.475601,38.086349,35.664551,38.211494,39.684669,39.068905,33.833374,35.855923,33.778393,36.659912,35.147316,39.355782
FBgn0243430,29.242508,28.24608,28.883997,29.074633,29.536459,28.595028,28.65745,29.547062,28.53397,26.812426,25.859732,27.98564
FBgn0243431,27.273874,22.753044,25.538363,33.69577,35.338726,33.444851,22.201893,21.644232,23.066109,32.15723,33.869408,28.795832
FBgn0243434,15.813042,13.824388,14.789042,16.462645,18.887566,18.659893,14.909936,15.030668,15.651539,17.115057,19.500935,20.258018
FBgn0243435,181.331528,166.898621,173.785355,141.197144,141.529343,139.591019,162.236115,165.400223,164.734024,141.023209,140.873169,142.727493
FBgn0243436,0,0,0,0.062938,0,0.050155,0.15533,0.120594,0,0,0,0
FBgn0243438,79.009506,84.048691,74.492027,73.136246,81.585014,81.052238,83.615433,84.012093,85.326057,56.210419,78.639671,83.915497
FBgn0243439,89.621773,94.028198,84.749687,92.754547,101.462624,103.255852,81.715416,89.577003,90.353172,84.486801,100.566902,101.43364
FBgn0243440,0.216251,0.500431,0.134159,0.214821,0.123483,0.143396,0.207747,0.188277,0.380406,0.347587,0.264941,0.133243
FBgn0243441,72.232849,115.312271,95.739929,100.4972,120.798805,119.750435,92.462807,119.287849,110.053566,75.339096,116.167801,127.516434
FBgn0243442,0,0.418092,0.109269,0.60431,0.571892,0.404435,0.202707,0.328863,0.274163,0.164103,0,0.413108
FBgn0243444,547.824036,523.769714,532.877686,550.992737,558.718079,536.96582,565.639404,545.459778,546.970581,632.422058,565.727173,552.764832
FBgn0243445,8.727951,6.003034,9.123914,25.340393,22.032373,23.640627,6.123198,6.414582,7.808197,15.037718,15.74737,13.485947
FBgn0243446,0.095108,0.402326,0.643564,0.407319,0.176523,0.38996,0.222556,0.211203,0.346414,0.179193,0.290051,0.530453
FBgn0243447,11.727336,12.530267,10.930904,13.399299,13.910467,13.535382,10.457115,10.698502,10.123426,13.090282,12.448698,14.897137
FBgn0243448,20.647787,18.628033,18.734863,25.195669,24.727318,25.103323,19.539095,18.883274,17.658651,30.078182,27.212084,25.305605
FBgn0243449,53.279263,47.050381,51.3004,46.088337,40.558907,42.838528,53.264618,49.26128,46.847706,48.119225,47.630074,43.536438
FBgn0243450,19.579243,21.884077,18.708097,16.673666,17.32637,17.693754,17.589571,17.011593,18.410122,16.322729,15.9377,18.535095
FBgn0243451,50.239605,42.055576,48.529305,43.486736,51.283451,50.442581,37.299816,43.365459,46.717125,37.947884,53.192467,53.35537
FBgn0243453,28.893898,27.560444,25.831005,33.510723,37.430847,36.71846,21.285782,22.536804,25.553516,36.619919,36.019459,37.69294
FBgn0243454,9.685353,12.965159,10.634496,7.284936,10.417345,9.414749,9.277804,11.441925,12.516599,6.000429,8.020832,9.992955
FBgn0243455,54.174366,68.377411,56.54388,52.697109,69.438484,69.396385,52.176033,59.890388,60.137276,45.890602,62.838978,66.971809
FBgn0243456,9.166039,10.668386,10.372739,9.351165,8.904495,8.977009,9.380523,9.508991,9.473769,9.376075,9.630998,7.486506
FBgn0243457,65.381989,95.631226,82.076149,109.859322,125.029861,119.563889,77.596268,91.977615,96.158302,78.434464,101.259727,107.180801
FBgn0243458,0.128999,0.149263,0.084057,0.406252,0.287573,0.410049,0.180625,0.110303,0.18505,0.431933,0.26518,0.210776
FBgn0243459,54.111046,60.437321,62.332684,66.178497,71.755646,69.823227,55.583988,59.602467,62.682148,47.003223,66.000748,71.760635
FBgn0243460,59.501392,65.840492,58.516239,59.517544,61.754364,64.948402,55.3489,55.815586,55.154522,62.089973,61.150688,66.286491
FBgn0243461,2.601712,0.89243,0.423112,2.077672,1.062961,2.050312,3.899251,5.945591,4.827654,1.462061,0.927261,0.936303
FBgn0243462,16.78105,17.649069,20.760654,29.985294,30.410686,28.121304,13.225192,15.989217,14.489514,24.230484,21.934885,22.731768
FBgn0243463,4.469676,3.902919,5.322933,4.064755,3.273417,1.977816,3.723959,2.714284,4.486176,3.865277,2.07341,3.069391
FBgn0243464,0,0.033204,0.081203,0,0,0,0,0,0,0,0,0
FBgn0243465,0.491877,0,0,0,0,0.126186,0.156001,0.049669,0,0.109929,0.068759,0.301139
FBgn0243466,105.542221,120.92379,102.152077,105.265327,122.137512,118.601685,106.808372,116.870605,119.299599,90.542862,114.848206,121.385757
FBgn0243467,11.721707,14.495155,15.30267,10.885468,10.264466,11.970717,9.863475,14.90992,15.032546,8.291372,9.918811,11.710213
FBgn0243468,12.988867,15.77107,14.148755,13.349807,13.758427,14.254891,13.852874,12.970303,14.894978,14.341872,13.681123,14.903954
FBgn0243471,35.897129,41.254723,34.581253,42.995022,47.725651,47.145981,37.539692,40.05917,38.271576,35.49921,44.833954,47.437546
FBgn0243474,32.480309,29.770573,28.944042,39.079857,33.847889,31.007315,36.621738,31.894869,28.819019,34.745224,34.069633,41.085907
FBgn0243475,0.365187,0.266367,0.447867,0.416827,0.312978,0.601113,0.475433,0.560817,0.624982,0.37326,0.093097,0.451968
FBgn0243476,1.96669,2.0354,1.285719,3.575315,3.412589,3.442651,1.865324,1.787675,2.017746,2.42951,3.026251,2.92069
FBgn0243477,56.546169,59.822445,58.481712,47.917927,60.682835,58.67297,52.630844,59.729866,62.933128,38.814693,54.522472,62.078102
FBgn0243478,54.686901,63.727272,52.181877,43.895805,57.563,56.790737,52.81348,59.21748,61.380569,37.73666,54.300396,61.604454
FBgn0243479,17.926237,18.364847,19.705252,17.341719,17.681183,17.802116,16.054285,16.819105,17.261711,18.29118,17.786247,18.951586
FBgn0243480,29.928364,40.97208,31.735109,35.890766,42.575935,42.17651,31.870438,34.856667,36.47504,26.557995,36.778297,44.43391
FBgn0250779,0.117895,0,0,0,0,0,0,0,0,0,0,0
FBgn0250780,2.343255,36.199886,0.909125,49.350025,3.273988,46.71373,40.325764,1.614226,37.732002,55.286594,44.497768,43.159054
FBgn0250781,20.9828,20.513102,19.944883,18.086105,18.278517,20.216024,18.512304,19.055534,20.133284,20.546711,20.407307,22.395557
FBgn0250782,0,0,0,0,0,0.055834,0,0,0,0,0,0
FBgn0250783,0.08193,0.086359,0.244282,0,0.026439,0.043201,0.212265,0.193899,0.129647,0.031565,0.024264,0.026291
FBgn0250858,23.432196,25.471083,24.183702,24.906603,27.679604,26.278271,21.185572,23.028399,22.116129,22.987169,21.846706,26.030479
FBgn0250859,0.365068,0.367866,0.085595,0.602946,0.505672,0.418695,0.46449,0.368187,0.389225,0.216334,0.350795,0.672413
FBgn0250860,70.639267,67.170319,77.872192,71.359299,71.203247,68.673805,66.080986,67.917549,64.999641,73.678398,67.767853,68.541946
FBgn0258284,0,0,0,0,0,0.074689,0,0,0,0.208751,0,0
FBgn0258285,0,0,0,0,0,0.031585,0,0,0.047706,0.130817,0,0
FBgn0258286,0.196942,0.508147,0.095729,0.375278,0.383213,1.388869,0.185472,0.170979,0.463757,2.838871,0.216463,0.270742
FBgn0258287,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0258288,0.196942,0.47642,0.095729,0.198545,0.296954,1.094258,0.139535,0.16148,0.331791,2.148087,0.216855,0.216593
FBgn0258289,0.196942,0.47642,0.095729,0.198545,0.296954,0.95984,0.139535,0.16148,0.331791,2.170237,0.216855,0.216593
FBgn0258290,0.196942,0.47642,0.095729,0.198545,0.296954,1.04979,0.139535,0.16148,0.331791,2.193084,0.216855,0.216593
FBgn0258291,0.049483,0.085239,0.032518,0,0,0.099782,0.02584,0,0.047276,0.168392,0.080778,0
FBgn0258292,0.196942,0.47642,0.095729,0.198545,0.296954,0.976389,0.139535,0.16148,0.331791,2.147275,0.216855,0.216593
FBgn0258293,0.049483,0.085239,0.032518,0,0,0.086443,0.02584,0,0.047276,0.094866,0.026023,0
FBgn0258294,1.378594,3.498817,0.672233,1.664708,2.161728,7.248737,1.035027,1.187355,2.49724,15.532788,1.574639,1.678598
FBgn0258295,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0258296,0,0,0,0,0,0.065268,0,0,0,0.105303,0,0
FBgn0258297,0,0,0,0,0,0.017088,0,0,0,0.105303,0,0
FBgn0258298,0,0,0,0,0,0.012016,0,0,0,0.082341,0,0
FBgn0258299,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0258300,0,0,0,0,0,0.132567,0,0,0,0.596564,0,0
FBgn0258304,0,0,0,0.007507,0,0,0,0,0,0,0,0
FBgn0258305,38.09095,28.8948,33.85857,36.903561,29.491526,39.353874,32.854282,48.727196,36.144291,92.917213,61.120026,43.61895
FBgn0258306,0.277858,0.218192,0.240325,0.291246,0.288036,0.391206,0.943112,0.604469,1.405794,0.967379,0.676011,0.30787
FBgn0258307,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0258308,0.040995,0.389895,0.050266,0.09152,0.175574,0.272887,0.121837,0,0.122713,1.101004,0.127135,0.10822
FBgn0258309,2.742972,2.724193,2.300831,3.832447,2.451946,9.810762,2.016224,4.156199,4.616611,44.114235,5.002759,5.639879
FBgn0258310,0.006297,0,0,0.007767,0,0,0,0,0,0,0,0
FBgn0258311,109.65036,85.258827,97.017929,159.246033,99.483849,137.566422,123.153664,159.335037,115.195274,316.909149,212.793564,143.743164
FBgn0258312,0,0.062853,0,0.182929,0.056535,0.366085,0,0,0.242933,1.285339,0,0.108297
FBgn0258314,0.018093,0,0,0,0,0.001832,0,0,0,0.057053,0,0.0078
FBgn0258315,0.221472,0.260464,0.31222,0.283661,0.163375,1.040129,0.068021,0.599057,0.354314,3.93889,0.391208,0.362555
FBgn0258316,0,0,0,0,0,0.003366,0,0.014687,0,0.020378,0.018864,0
FBgn0258317,0.053432,0.114349,0.213772,0.03343,0.039046,0.285068,0,0.067822,0.053796,1.065691,0.117082,0.059664
