genes,A10_Ta18fBr_a,A11_Ta18fBr_b,A12_Ta18fBr_c,B10_CY07fBr_a,B11_CY07fBr_b,B12_CY07fBr_c,D10_Ta18mBr_a,D11_Ta18mBr_b,D12_Ta18mBr_c,E10_CY07mBr_a,E11_CY07mBr_b,E12_CY07mBr_c
FBgn0068243,43.074123,35.360741,37.989082,39.780689,38.70496,36.804836,40.122498,40.798576,36.348911,49.993526,42.822044,37.735676
FBgn0068244,29.028681,32.328876,29.163485,27.956797,31.824076,31.222706,24.144886,27.467243,26.557934,26.166546,33.470013,33.147827
FBgn0068245,0.558302,0.708629,0,1.736996,1.36526,0.988756,0.805133,0.882831,0.86507,1.0155,0.681368,0.544054
FBgn0068246,55.286541,47.13084,53.161411,52.942272,46.963104,47.154137,47.708134,41.647762,47.092667,49.800018,48.353619,51.036327
FBgn0068247,1283.78894,1085.380127,1254.504883,1151.996948,974.602356,1054.87207,1325.426758,1216.477417,1202.07666,1526.625244,1158.693115,1081.250977
FBgn0068248,93.960587,72.448624,84.304878,76.342537,63.63765,73.906425,76.146416,79.781586,71.192604,73.547806,67.611153,63.36483
FBgn0068249,74.289398,75.520462,74.539253,82.740646,77.891838,77.556458,76.212463,76.316628,71.526108,84.456161,80.115623,71.602745
FBgn0068250,60.32571,64.25518,63.945629,49.415771,55.838478,54.278679,59.006184,65.032867,63.171505,50.817734,56.008812,51.527344
FBgn0068251,1480.138794,1283.405151,1413.174561,1273.155396,1041.831787,1099.871826,1359.977051,1266.364014,1239.337524,1389.510254,1134.614746,1069.270996
FBgn0068252,191.563522,159.009918,214.531937,228.360916,161.334778,154.906998,137.631729,144.820892,128.123657,178.710587,128.827805,147.300003
FBgn0068253,457.018463,394.317139,450.086945,499.837738,436.577637,467.170135,552.82196,499.611664,490.426483,695.009216,567.421143,531.182068
FBgn0068254,623.581299,573.227783,571.483704,810.739807,757.278198,705.619019,752.086731,607.855957,660.328186,933.493164,747.662231,672.481934
FBgn0068255,0,0.109355,0,0.762969,0.122639,0.023511,0.157971,0.100949,0.068742,0.862012,0.114461,0
FBgn0068256,36.305157,35.88884,34.137249,54.839024,48.29055,49.037888,38.561329,34.953224,36.662579,50.795441,48.019741,45.894718
FBgn0068257,0.203805,0,0,9.849091,0,0.047134,0.100099,0,0,9.518394,0.113962,0
FBgn0068258,55.765915,51.49213,61.728954,69.630928,62.539188,61.692329,63.694363,52.651508,50.349277,81.586174,63.767593,67.08857
FBgn0068259,100.941917,86.922943,93.931702,79.857399,78.676636,81.52314,140.930832,124.787811,111.476936,113.761276,103.01236,107.443771
FBgn0068260,0,0,0,1.081143,0.055625,0.118226,0,0,0,0.808292,0.099401,0.320032
FBgn0068261,18.164677,15.541062,17.973223,15.157177,10.84316,13.003949,14.729755,14.195196,12.427604,14.12226,13.654784,10.601268
FBgn0068262,4.874643,3.780945,4.876527,3.450896,2.95082,2.655826,4.105417,5.121354,4.544423,3.853553,2.758943,2.955382
FBgn0068263,143.767746,113.67627,124.965698,129.142319,91.230118,96.80584,112.592262,118.07695,167.46608,183.559387,112.843987,142.26239
FBgn0068264,431.84903,355.798676,492.241058,1174.530518,932.052612,930.325562,427.613983,438.866486,330.919678,1258.50415,945.050781,917.555908
FBgn0068265,62.379478,49.088997,56.152779,49.570648,22.839457,20.648067,53.565395,33.384113,52.969273,40.443935,26.334574,31.332504
FBgn0068266,1482.571411,1653.13501,1736.03418,1251.918945,1145.677124,1162.240845,1176.185303,1349.072266,1341.702148,1052.096313,1098.02063,1043.750854
FBgn0068267,48.853329,36.85569,44.232601,43.636765,41.786346,38.79303,47.218765,39.317841,38.354473,44.052025,35.942566,36.320915
FBgn0068268,22.73354,23.204515,21.078541,16.687998,17.188313,18.480097,18.13809,20.152792,20.430967,20.797092,13.75007,19.680794
FBgn0068269,491.779846,402.365936,446.535828,468.816498,402.69574,422.929382,534.876587,485.301331,465.036072,599.475037,490.331055,436.364624
FBgn0068270,48.981094,45.884876,47.230392,33.407993,32.92131,34.696445,43.129456,45.863167,44.482021,35.044098,33.372139,31.897583
FBgn0068271,68.127045,55.56657,64.567741,53.348759,53.35976,52.247787,56.876308,57.035572,58.735443,55.964352,52.407921,41.122044
FBgn0068272,94.736443,65.884171,63.927692,49.845562,38.442081,40.717407,31.49502,24.239138,33.70903,47.183067,26.249392,37.525581
FBgn0068273,28.38781,27.135899,29.053606,20.810553,17.235903,19.351727,24.366489,24.72126,24.704014,20.981026,18.654566,18.963518
FBgn0068274,0,0,0,0,0.085758,0.016385,0,0,0,0.122724,0,0
FBgn0068275,1.053779,3.143879,1.172027,3.872125,1.050277,2.021917,2.522586,0.193471,0.475711,6.976665,2.438155,0.91671
FBgn0068276,26.650564,24.761629,26.115978,20.878653,18.291883,19.350405,25.718927,24.600151,23.274952,21.422152,18.846415,21.541916
FBgn0068277,1.75698,0.897517,1.155302,1.150777,0.544562,0.82072,0.84244,1.47063,1.11665,1.42199,0.433456,0.558471
FBgn0068278,89.516922,76.719872,77.454575,76.30468,75.257812,80.51992,82.6287,81.757339,79.560486,79.372757,81.637833,81.393623
FBgn0068279,18.217758,17.415449,17.863255,19.324421,19.342899,21.913364,17.5401,15.310681,17.014898,20.348612,20.367804,18.210611
FBgn0068280,22.915585,23.241644,25.223408,19.539013,16.016216,20.213766,17.669287,24.718229,20.677923,20.160837,20.534866,19.157278
FBgn0068281,433.5448,380.306396,430.692383,416.90683,369.364471,400.430023,454.798462,453.457153,431.570923,483.904633,419.73111,383.948914
FBgn0068282,203.655197,165.872818,186.747757,198.977448,191.924515,196.972473,172.918015,163.289612,160.976471,210.536118,195.202927,181.21019
FBgn0068283,8.668469,4.620527,4.867916,5.123285,2.573164,4.328218,16.149996,6.350662,8.238944,13.505069,5.516041,6.431235
FBgn0068284,46.686047,43.714905,45.363415,42.465942,39.245178,44.294285,42.703846,40.812237,40.789829,45.395699,43.660168,41.46104
FBgn0068285,107.189232,99.235176,95.169464,81.125816,80.227432,80.40081,100.729286,87.758034,88.364021,91.939522,80.569061,73.269714
FBgn0068286,83.049026,76.556427,80.11879,79.838097,75.494202,80.052483,90.196541,82.240646,80.25164,97.919327,81.282234,85.382172
FBgn0068287,1.435223,0,0,0,0,0.040989,0,0,0,0,0,0
FBgn0068288,266.186951,235.86911,254.959381,287.550507,246.011261,268.055389,307.677734,276.118835,270.49707,374.176758,303.90918,266.794434
FBgn0068289,2.8371,2.197449,2.212318,2.630287,1.803942,2.190274,3.925944,2.324122,2.305207,2.700907,2.0005,1.159251
FBgn0068290,263.256836,235.645157,258.166412,271.663208,242.086975,235.576721,290.339661,267.556061,246.816925,333.321625,266.535828,266.214233
FBgn0068291,49.837158,51.797226,48.865711,40.910778,48.348442,49.772095,43.246567,49.346615,45.906643,37.944443,42.639683,48.826447
FBgn0068292,2.360427,0.702444,0.547706,0.297625,0.523322,0.305457,0.524829,0.075866,0.31078,0.933727,0.305136,0.240589
FBgn0068293,33.545528,29.7117,29.30496,26.112993,29.824291,32.381645,23.115738,21.995935,27.996677,29.365271,32.905224,32.876534
FBgn0068294,112.337654,169.130371,152.944534,174.776138,182.172852,173.03418,138.011688,171.444809,177.951065,143.691193,179.175964,184.703903
FBgn0068295,84.10508,81.716278,69.794685,90.300125,79.822685,73.604774,82.463844,75.409294,80.301193,92.334785,78.550529,74.635841
FBgn0068296,58.19865,53.630917,64.46685,44.892578,33.287708,32.920757,49.593983,51.42363,53.119652,34.374512,34.066521,27.386797
FBgn0068297,5.433314,3.732388,3.385142,3.959073,2.834841,2.306676,4.642401,1.924197,2.772181,3.02278,2.250432,3.584228
FBgn0068298,137.604004,120.524345,132.785614,130.313782,128.951202,129.611008,140.041901,143.099457,131.982635,153.806442,136.765442,127.776314
FBgn0068299,38.691166,40.963123,37.710655,34.855282,33.922672,35.890671,36.136364,36.512115,35.510063,35.119865,34.783718,35.772923
FBgn0068301,10.013576,10.095164,10.81278,15.224514,11.064767,10.887302,11.582334,8.968323,10.624786,10.754158,11.806975,12.622131
FBgn0068302,577.378906,482.079163,525.486145,516.601685,452.93576,445.050262,579.957581,511.610229,505.331665,521.361328,431.564117,423.137421
FBgn0068303,1194.602417,1087.711548,1165.246216,1283.11438,1017.71521,1005.957275,1145.028076,1021.156494,1016.166504,1328.709839,1014.18689,985.399719
FBgn0068304,279.259277,190.500092,159.145874,193.67511,101.525269,104.130638,226.851852,99.085411,128.5616,188.26619,98.695839,161.808105
FBgn0068305,100.287392,115.910637,99.992775,106.787186,117.451042,117.400322,93.781281,97.040154,101.485184,88.623306,102.990654,126.081276
FBgn0068306,1249.200317,1072.350708,1151.719849,1302.469238,1179.795288,1207.804321,1446.035034,1325.00415,1229.708862,1711.748413,1298.331909,1257.709351
FBgn0068307,0,0,0,0,0,0.010091,0.191037,0,0,0,0,0
FBgn0068308,2.759667,2.464328,2.00804,4.36053,3.301561,3.629884,2.565431,1.771299,1.71939,3.964753,3.377983,3.186907
FBgn0068309,81.472565,76.230759,74.63221,67.341812,75.358543,69.79908,69.670486,64.75177,70.073486,64.223618,65.576813,64.462738
FBgn0068310,10.46173,7.902819,8.86699,7.988194,6.665337,6.447251,7.293092,9.976973,7.670893,8.736157,7.646578,8.16134
FBgn0068311,0,0.176619,0,0,0,0.164643,0,0,0,0,0.396059,0.17443
FBgn0068312,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0068313,17.511049,15.625134,19.676868,13.348553,13.828283,13.429576,17.918079,14.285058,15.391788,16.895239,14.431681,13.53002
FBgn0068314,12.193052,9.735303,9.733239,6.988131,5.02427,5.779683,12.00158,11.90289,10.262115,6.91837,5.672757,5.407102
FBgn0068315,1520.185181,1320.356812,1470.304077,1626.575195,1359.384399,1351.263062,1678.500854,1454.736572,1477.760498,1961.610596,1526.43042,1467.463013
FBgn0068316,206.330551,207.270401,210.998871,210.607117,207.388199,197.944061,249.771179,233.996918,235.049866,277.514221,241.254013,239.261765
FBgn0068317,1082.781494,956.657471,1057.319458,1122.49353,889.405457,922.389282,1092.508179,917.287415,889.114563,1266.517334,967.837097,942.499329
FBgn0068318,48.281815,36.522003,38.98806,34.045906,32.248848,37.699287,57.398148,57.239361,56.384361,58.073776,50.548485,49.006618
FBgn0068319,2.107501,5.201723,2.53122,14.788697,16.206779,16.642353,4.200868,4.720856,5.052624,12.618125,16.877529,13.593015
FBgn0068320,35.721066,35.949703,36.352127,35.361107,34.014217,34.61219,30.321102,33.766464,32.153847,36.964706,34.493797,36.534008
FBgn0068321,24.307089,21.33741,25.208748,26.275143,22.481359,23.66477,12.509609,11.259494,11.056651,14.813012,13.074681,11.401777
FBgn0068322,269.617126,274.338776,279.72052,307.045074,309.170197,288.378998,262.165588,265.979218,257.472687,310.516418,284.372131,288.381927
FBgn0068324,1372.055542,1256.873657,1418.994385,1231.466553,1006.648376,1040.448608,1391.351562,1191.138794,1212.972656,1228.057251,1012.499878,966.05603
FBgn0068325,220.156219,212.388077,239.994492,262.256317,225.729568,231.933914,261.313568,248.275558,236.394745,314.597107,245.643784,234.927811
FBgn0068326,535.200195,485.911469,516.659973,615.449707,573.184448,550.214355,562.784363,516.523804,507.864502,723.084473,561.696716,489.47406
FBgn0068327,0.068181,0.067617,0.145679,0.530823,0,0.0805,0.212126,0.057012,0.051591,0.380147,0.103058,0.195758
FBgn0068328,0.071986,0,0,0,0.167882,0.034748,0.068347,0.129895,0.111708,0,0,0
FBgn0068329,541.056213,559.034424,572.257263,669.239746,624.288452,595.095581,518.799744,537.136292,555.309692,606.469666,736.082703,627.129578
FBgn0068330,0.12071,0.348472,0.188593,0.787437,0.993636,0.380958,0.089371,0.244026,0.400657,0.623519,0.625849,0.14016
FBgn0068331,1268.663086,1094.610962,1215.58374,1320.922729,1106.981079,1145.807739,1393.791016,1245.266357,1157.365112,1631.490112,1245.584961,1205.968262
FBgn0068332,0.146918,0.137207,0.144891,0.166442,0.194504,0.059029,0.378772,0.244235,0.35959,0,0.075331,0.1447
FBgn0068333,61.245026,62.493092,70.352455,42.722569,44.560795,41.736771,57.462925,64.502068,70.206184,37.655861,37.780769,37.144711
FBgn0068334,415.397034,389.193024,428.007843,266.998199,249.535904,235.590515,450.423035,399.575226,352.408112,238.62825,262.822784,215.074432
FBgn0068335,462.19931,546.104797,538.955872,552.545105,590.829651,672.241577,466.631439,538.384888,529.002808,483.099762,611.750549,675.525208
FBgn0068336,8.633888,8.410933,10.12138,1.498843,1.69461,2.278979,7.154118,8.13273,7.470642,2.634088,3.26519,3.041086
FBgn0068338,18.10121,20.027269,17.405766,21.263062,20.607267,20.553162,15.084757,14.642485,15.713161,24.98909,20.586004,22.367376
FBgn0068339,0.184523,0.157387,0,0.120524,0.079905,0.097334,0.386889,0.064679,0.339388,0.126772,0,0
FBgn0068340,2.293224,1.206172,1.010314,1.644402,1.92729,1.498158,3.485389,1.208196,1.546587,1.63543,2.3032,1.125818
FBgn0068341,53.251633,57.339447,51.658752,63.437637,59.559505,56.818874,51.515961,50.545868,53.741024,56.750114,52.973576,53.81044
FBgn0068342,62.42609,56.06628,66.322144,54.380501,48.524796,49.788258,55.148792,54.938343,56.440056,61.518608,52.020798,51.246471
FBgn0068343,1762.896851,1551.998535,1791.049438,1632.423828,1325.216675,1351.677246,1623.846313,1445.709473,1426.690308,1716.682251,1282.477417,1244.316528
FBgn0068344,100.423286,102.881134,90.705147,91.448669,102.006027,100.279915,93.725403,95.238174,94.11132,82.597176,89.379097,100.701492
FBgn0068345,107.93914,104.889168,101.34771,97.191895,100.984947,105.677773,109.566521,107.664688,107.263504,104.828514,114.901344,108.837952
FBgn0068346,36.798897,31.55921,32.321617,32.753002,33.375462,30.793201,29.863377,32.693817,30.064528,28.699444,31.079634,24.553102
FBgn0068347,56.146564,69.25193,64.35498,69.987473,78.557617,71.4748,63.733776,64.970123,65.284164,58.386166,63.703259,70.056366
FBgn0068348,1250.00354,1075.215942,1228.123413,963.65686,898.943726,935.500305,1175.371948,1089.634277,1036.706177,1012.766235,839.708557,839.021301
FBgn0068349,993.549927,1005.195496,1101.570312,1274.207764,1227.453369,1229.193481,930.384094,1047.701782,1039.703613,919.406494,1030.30481,966.583618
FBgn0068350,0.800847,1.590099,1.029275,0.464,0.905322,0.557873,1.452739,0.52414,1.109168,0.461716,1.117863,1.558232
FBgn0068351,19.576967,19.20244,19.09202,12.002991,12.526439,11.092403,17.589445,14.348007,17.115129,11.664422,11.033324,13.622489
FBgn0068352,1185.402588,961.26886,1129.057373,1276.944458,1040.460205,1114.242432,1401.932617,1239.980713,1173.590942,1652.888306,1213.956665,1052.435303
FBgn0068353,0.336552,0,0.116284,16.825006,0,0.019263,0.422904,0,0.082225,14.849353,0,0
FBgn0068354,219.943634,219.291626,218.392517,256.067871,249.094406,234.589035,208.549713,204.180283,213.474106,240.098984,236.090958,224.731537
FBgn0068355,831.434998,728.225647,831.015076,881.11145,714.360901,747.701599,801.33075,726.504822,707.694092,927.334106,749.626709,740.271606
FBgn0068356,65.673073,54.38554,58.40057,58.712952,48.546158,49.657642,63.017658,63.940399,59.094738,63.644939,59.09724,51.069244
FBgn0068357,108.910568,101.495811,94.887634,147.966904,154.8909,147.71727,107.900558,93.142281,107.675873,123.769806,139.732239,128.444626
FBgn0068358,39.394768,40.624485,41.251598,37.927486,36.809311,33.88982,38.775173,35.424183,35.101925,39.977898,39.400467,32.941399
FBgn0068359,1259.131836,1116.031128,1197.669067,1258.89917,1100.945068,1056.928955,1230.610718,1122.054199,1086.752319,1349.140381,1057.047729,1016.003967
FBgn0068360,38.888161,38.901741,44.587688,32.077621,30.246742,32.122864,41.250687,38.084415,39.926727,42.004829,32.479145,30.032732
FBgn0068361,459.530945,395.804565,427.775055,457.760681,412.06543,455.010742,371.574799,354.713013,348.567352,487.974579,365.999176,342.251587
FBgn0068362,0.529116,0.809105,0.579336,0.442027,0.375346,0,1.673612,0.739906,0,0.439965,0.581814,1.061211
FBgn0068363,0.741806,0.350248,0,1.74146,0.138506,0.274984,0.592901,0.208634,0.354014,1.393338,0.131741,0.161252
FBgn0068365,229.010574,211.600204,224.560242,218.250656,208.975449,212.240189,235.312637,221.894562,225.484924,251.424744,223.333832,224.523987
FBgn0068366,0.026255,0.030206,0,0,0.030467,0.009423,0.049364,0.024993,0,0,0,0.093633
FBgn0068367,0.636822,1.766732,0.211901,1.408997,0.012385,0.447993,0.280787,0.147919,0.071636,2.262955,0.398895,0.336805
FBgn0068368,21.503452,20.343689,22.191807,17.875664,18.393124,17.523151,19.722651,19.594589,21.455872,17.462591,17.050329,19.08293
FBgn0068369,23.773388,26.227467,26.938038,25.231293,26.241892,23.306047,24.667469,24.781929,27.0784,19.866943,23.313351,24.76919
FBgn0068370,56.10429,55.503075,55.519062,48.409798,41.633392,40.749325,51.277748,48.632061,59.098167,45.449257,42.700169,44.882919
FBgn0068371,74.439171,68.469688,46.693325,65.851593,55.04472,53.226696,63.134769,48.90324,40.6063,81.505371,71.925484,50.687168
FBgn0068373,79.266251,75.458351,83.687126,69.003914,72.904823,73.10675,81.552864,79.824638,85.592949,86.482582,69.146851,65.195099
FBgn0068374,459.697845,441.9133,486.69989,510.108551,446.035034,474.913391,428.604279,456.173035,435.358368,491.05069,444.987366,417.368073
FBgn0068375,0.322926,0.52922,0.246583,0.384492,0.086265,0.59218,0.528589,0.703588,0.547788,0.137092,0,0.880303
FBgn0068376,0.154865,0.104095,0.110595,0,0,0.109826,0,0.465334,0.38371,0.289866,0,0
FBgn0068377,0,0.110278,0.117163,11.102373,0,0.169015,0.505948,0.191039,0,6.98235,0.034835,0
FBgn0068378,211.973206,226.829147,225.163345,244.466904,242.569214,238.271561,182.5495,195.185684,191.393646,216.907486,224.495331,219.582458
FBgn0068379,64.890205,93.648628,85.170418,91.23774,94.234917,96.206589,69.517853,82.095879,89.89399,71.28595,85.489197,87.302544
FBgn0068380,93.34552,110.311623,102.614357,122.311623,116.089645,107.771393,87.413353,108.573425,115.532097,88.726997,113.314659,111.17205
FBgn0068381,0.186047,0.168895,0,0.351495,1.352102,0.25495,0.921408,0.222416,0.257903,0.759023,0.334373,1.108243
FBgn0068382,233.212296,329.942047,325.05835,326.698639,338.550995,318.764038,239.867905,287.838867,351.146545,270.520447,297.949219,294.885986
FBgn0068383,3346.45459,3208.235107,3340.663574,3486.395508,3438.491943,3308.22876,3843.65918,3653.996582,3562.130127,4080.517822,3694.523438,3397.165039
FBgn0068384,136.476349,124.551941,135.368134,100.937706,105.975929,102.94313,137.428406,126.994431,124.421486,118.717819,104.997902,104.315086
FBgn0068385,41.756172,37.032734,37.199207,38.217594,33.590347,34.050751,41.708576,40.379211,37.189007,46.588905,35.622005,34.359821
FBgn0068386,78.886696,78.196205,79.316032,70.237984,66.020905,66.240639,67.269257,75.921814,76.021049,69.646065,62.484894,66.363106
FBgn0068387,6.321259,4.622523,4.165514,2.806535,2.784497,2.565753,4.404802,3.205022,4.869211,3.71629,3.540691,3.640945
FBgn0068388,58.010395,95.448669,114.857887,107.847763,80.706856,99.538788,117.000938,112.793396,55.733318,142.150604,109.287148,99.901024
FBgn0068389,1379.097168,1201.610962,1348.489014,1345.049805,1262.014404,1266.594727,1607.736572,1458.535156,1391.21582,1836.041504,1416.942383,1303.155762
FBgn0068390,13.944098,12.085757,7.802401,8.427336,4.826525,4.496582,5.152214,2.189869,4.869918,3.794197,3.618291,3.390318
FBgn0068392,91.985382,85.308952,92.920914,99.920067,85.304306,92.753716,98.901093,86.267563,89.464745,110.981529,85.046532,89.447472
FBgn0068393,0.379889,0.262917,0.138738,0.39417,0.387584,0.29031,0.21448,0,0.063439,0.186363,0.123749,0.368967
FBgn0068394,4.876529,6.511899,2.712799,3.75496,2.762697,2.246397,3.875465,12.254546,2.558509,4.156548,3.367517,2.009845
FBgn0068395,178.324646,181.514999,174.050064,153.459122,171.959671,172.057816,187.925156,184.048065,185.601471,150.866333,168.831223,183.282379
FBgn0068396,33.681,48.403004,47.013348,42.323963,46.301693,47.554562,39.116493,49.712624,50.783146,36.677242,46.829548,47.787262
FBgn0068397,314.807983,297.915222,329.487915,279.32547,276.50473,273.451202,299.229095,262.552002,275.464386,302.508087,279.336365,259.593964
FBgn0068398,1.830433,1.522613,2.546359,4.152252,1.713081,1.915702,1.934437,1.180706,0.996443,1.599431,1.118832,1.420637
FBgn0068399,17.424793,18.247616,16.239098,14.447761,16.122787,14.227221,16.702232,16.694975,15.951698,14.527691,15.134858,16.862133
FBgn0068400,8.127846,3.789272,0.443706,1.24758,0.890297,0.864438,29.57831,0.241333,1.893493,0.578976,2.850094,0.094139
FBgn0068401,21.235188,10.01792,0.502545,7.070028,4.652333,3.55232,49.405861,0.2202,0.395867,3.583179,6.199244,0.546734
FBgn0068402,3.318559,1.161025,1.526055,1.15673,0.247973,1.138904,3.033703,0.95739,1.646335,2.504492,2.202338,3.869148
FBgn0068403,52.57225,40.285637,52.669415,440.909485,440.785858,427.684784,59.739632,57.838184,70.719536,460.845459,391.896301,353.402649
FBgn0068404,93.547966,88.852348,91.102242,81.484848,77.36853,80.313873,91.298416,92.39624,84.260674,86.452454,77.371483,80.666603
FBgn0068405,12.097096,13.91081,11.312938,11.491277,9.555683,9.026831,11.491594,11.564002,11.62619,8.260935,9.468656,8.918219
FBgn0068406,2070.326172,1804.029297,2044.071899,2053.025391,1879.338257,1829.824585,2150.807617,1886.757446,1869.315796,2471.813965,1935.615234,1778.880737
FBgn0068407,4.014034,2.103419,1.852909,0.992095,1.001279,0.568034,5.458945,4.649467,5.230018,5.882037,5.388607,4.504169
FBgn0068408,88.980598,88.290253,82.643364,125.348053,127.652725,130.022415,75.523232,72.728661,68.789062,86.249535,88.543259,92.298622
FBgn0068409,817.026672,697.633423,829.193176,860.797119,788.873352,797.617432,795.979492,747.284729,732.97229,995.169922,724.39209,687.855347
FBgn0068410,0.244528,0.207119,0,0.090886,0.289959,0.279833,0.203195,0.156731,0.107445,0.219962,0.135083,0.427672
FBgn0068411,0,0,0,0,0,0,0.07461,0.365809,0,0,0,0
FBgn0068412,0.069769,0.080931,0,0,0,0.045734,0,0,0.181589,0.130813,0,0
FBgn0068413,4.661996,3.494821,2.664834,5.194511,4.772703,3.788713,3.574766,1.951562,2.374756,4.23086,2.925775,3.192439
FBgn0068414,15.229104,12.705442,13.372563,20.640076,18.649658,21.040876,13.839972,15.517884,16.305922,22.430555,22.159946,21.646078
FBgn0068415,198.627426,180.211334,197.324402,185.879807,156.118103,158.640915,190.226364,184.011063,178.762314,202.717606,165.150391,161.906723
FBgn0068416,51.459518,117.480606,70.585693,106.744858,140.383453,128.123596,101.018883,126.507065,90.898575,146.047729,82.620743,124.639717
FBgn0068417,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0068418,1207.71167,1079.461792,1161.609253,1214.748413,1016.778076,1042.786621,1211.577515,1055.463623,1038.275146,1334.766846,1043.457764,993.541016
FBgn0068419,13.390605,15.752911,10.574881,6.39293,6.377327,4.104763,4.392329,3.916197,6.48627,4.57092,3.007317,5.088849
FBgn0068420,70.17189,2.438765,0.543376,44.468212,5.03275,14.333198,35.922211,1.175093,2.915072,37.273846,10.755906,1.457107
FBgn0068421,2.360068,2.779036,1.70951,7.939339,8.93531,10.657375,2.549924,2.061135,1.958451,6.774596,11.543481,10.960547
FBgn0068422,88.281616,102.43692,98.360352,106.412704,124.11673,114.007889,95.713814,110.180458,100.886688,74.637917,118.661728,126.811874
FBgn0068423,701.191956,485.468231,628.966003,594.356628,515.236023,580.376099,778.271545,728.553223,623.640381,788.394714,605.376648,538.2995
FBgn0068424,1246.112305,1144.904297,1279.885864,1566.832764,1487.098755,1455.522339,1339.776978,1267.852905,1253.385254,1631.122925,1431.17334,1350.211426
FBgn0068425,1195.134399,1113.990845,1182.369629,1311.270874,1142.268921,1092.647949,1505.109497,1287.184326,1272.339966,1642.548584,1293.896118,1260.766968
FBgn0068426,0,0,0,0,0,0.052387,0,0.034613,0,0,0,0
FBgn0068427,0.114207,0,0.826133,0.306388,0.136584,0.372373,0.178576,0.11281,0.229054,0.219265,0.342516,0.424415
FBgn0068428,7.871356,7.979012,8.888459,6.624607,8.377874,6.450679,8.518403,9.511936,8.394364,7.18509,5.146924,7.659268
FBgn0068429,0,0.087647,0,0,0,0.009146,0,0,0,0,0,0
FBgn0068430,40.682964,39.684681,40.408901,44.179665,40.935287,42.05991,42.36216,39.456783,37.797932,49.777699,43.12529,43.701416
FBgn0068431,2.273821,3.177494,1.386288,7.24484,8.29049,6.977882,4.160788,1.955006,2.14918,6.554926,6.273185,5.999224
FBgn0068432,0.217064,0.209904,0.680342,0.706223,0.675773,0.371859,0.25249,0.3464,0,0.318116,0.25811,0.164477
FBgn0068433,0.191855,0.099585,0,0.271066,0,0.06532,0.082057,0.183098,0,0,0,0.212911
FBgn0068434,172.346817,174.046844,172.418854,145.495865,139.552841,132.655075,170.445587,166.073318,155.211258,156.345306,131.896332,128.089005
FBgn0068435,286.287964,274.630707,277.65976,315.220642,327.075134,294.947235,259.894379,265.71402,264.963379,333.441711,304.882751,304.414246
FBgn0068436,2.971893,5.943214,3.68037,3.526484,5.726466,3.666232,2.62608,3.546178,2.273026,0.998636,3.020771,1.478827
FBgn0068437,0.35479,0.449713,0.26893,0.569068,0.117596,0.316732,0.602467,0.352714,0.199816,0.486812,0.372477,0.581515
FBgn0068438,17.960577,13.152509,12.020231,10.992772,9.064513,9.770478,10.516574,7.322073,12.530578,7.259112,2.97034,5.26586
FBgn0068439,14.503199,8.876856,10.750091,10.932464,3.952322,5.176842,16.80908,8.887224,9.594172,11.541492,4.762579,3.95558
FBgn0068440,32.887917,27.516766,40.665932,38.293629,27.596514,32.607529,36.862637,35.568188,30.597414,38.213543,33.483723,35.402847
FBgn0068441,0,0,0,0,0,0,0.085439,0.4249,0.302929,0,0.198506,0
FBgn0068442,1.025045,1.556398,0.315744,0.704225,0,0.553343,1.023864,0.080973,0,0.950678,0.90449,0.195513
FBgn0068443,45.310593,18.336105,21.418188,42.704094,23.691875,17.508722,28.337263,13.687918,19.817833,51.710037,21.426542,45.708691
FBgn0068444,0.130337,0.050462,0,0.052327,0,0.068574,0,0.07272,0,0.205579,0.184433,0.186448
FBgn0068445,90.365776,81.214363,91.698997,85.242172,85.360405,75.917763,86.840286,82.561859,90.551231,80.639442,82.059669,72.230537
FBgn0068446,0,0,0,0,0,0,0.328844,0,0,0,0,0
FBgn0068447,348.033478,400.503815,382.393677,288.815155,362.642792,373.205872,336.655853,383.557312,381.596619,270.790497,354.344055,382.655548
FBgn0068448,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0068449,0.774037,1.224865,0.613108,0.520844,0.445624,0.34887,0.669658,0.195337,0.043143,0.909652,0.713832,0.491967
FBgn0068450,31.781506,31.994879,35.206787,34.254868,37.096062,34.23111,35.536793,32.604561,32.135464,43.011845,34.243526,32.764961
FBgn0068451,0.562648,0.144716,0,0,0,0.027702,0,0.119742,0.484711,0,0,0
FBgn0068452,0.719384,0.831173,0.331015,0.534553,0.197456,0.149194,1.677807,0.911787,2.044712,0.637088,1.085882,0.327662
FBgn0068453,6.73213,6.906343,7.863211,3.5701,3.28092,3.855157,11.026214,11.785523,9.195601,6.099019,6.103864,5.239858
FBgn0068454,295.818176,260.467194,281.457367,355.470306,296.585632,310.469818,338.230377,320.762543,293.680939,452.952423,317.449982,284.329071
FBgn0068455,55.04306,51.721348,62.875717,60.057064,46.794914,47.977295,58.784565,59.912258,49.81403,77.830887,59.987816,56.677917
FBgn0068456,4404.996094,3998.851807,4383.499023,4496.138184,3527.900146,3580.19043,4363.540039,3914.709717,3887.937012,5256.433594,3915.717773,3527.5625
FBgn0068457,29.6663,31.973305,31.539474,28.098782,28.303482,29.656782,28.49159,29.825277,30.343023,26.095547,29.411346,30.008326
