"","gene_id","seqnames","l2fc","qval","sex"
"1143","FBgn0195910","Scf_X",-0.255671337079508,0.000408789823744402,"f"
"1144","FBgn0195913","Scf_X",-0.176408479337901,0.0408237901079936,"f"
"1145","FBgn0195914","Scf_X",-0.220569574302424,5.05253698622873e-07,"f"
"1146","FBgn0195928","Scf_X",-0.260827438566481,1.23259229963824e-06,"f"
"1147","FBgn0195933","Scf_X",0.105346478009259,0.026141664800033,"m"
"1148","FBgn0195935","Scf_X",-0.56120049345428,1.49324301151268e-05,"f"
"1149","FBgn0195940","Scf_X",0.672491543200138,4.06453984498062e-15,"m"
"1150","FBgn0195943","Scf_X",0.72159793597052,1.47219361572931e-62,"m"
"1151","FBgn0195944","Scf_X",2.97876670043836,6.08866864801223e-24,"m"
"1152","FBgn0195948","Scf_X",0.145532150535319,0.0249814515449034,"m"
"1153","FBgn0195950","Scf_X",0.1893643183204,0.00803146568076584,"m"
"1154","FBgn0195953","Scf_X",2.37693978863069,1.01355257912453e-75,"m"
"1155","FBgn0195954","Scf_X",0.1834440971986,0.00980193165637035,"m"
"1156","FBgn0195962","Scf_X",0.626577767914152,0.0390428338501151,"m"
"1157","FBgn0195964","Scf_X",0.473071635959015,0.000341397648140314,"m"
"1158","FBgn0195970","Scf_X",-0.278351349561521,0.00108320646388009,"f"
"1159","FBgn0195971","Scf_X",0.241105537280594,1.99170914151037e-05,"m"
"1160","FBgn0195974","Scf_X",-0.271753864038572,0.000351617224374353,"f"
"1161","FBgn0195976","Scf_X",-0.33922484295881,0.000996170727596459,"f"
"1162","FBgn0195979","Scf_X",-7.2765570381155,1.98558090398402e-15,"f"
"1163","FBgn0195981","Scf_X",-1.05194875196847,1.56264178443508e-49,"f"
"1164","FBgn0195982","Scf_X",-0.436391218439256,2.1089614370589e-06,"f"
"1165","FBgn0195987","Scf_X",-0.303541350449499,4.071944552234e-06,"f"
"1166","FBgn0195992","Scf_X",-0.342774193884398,0.00244292931169998,"f"
"1167","FBgn0195993","Scf_X",-1.22734564429106,0.0332356190550297,"f"
"1168","FBgn0195997","Scf_X",-0.43061703071068,2.86792324684398e-32,"f"
"1169","FBgn0196000","Scf_X",0.717654159014124,6.91626074777506e-07,"m"
"1170","FBgn0196002","Scf_X",-0.226138882302419,0.00843487491437487,"f"
"1171","FBgn0196005","Scf_X",0.274198248803246,0.0100884568916801,"m"
"1172","FBgn0196008","Scf_X",0.866680307369392,1.36543911832336e-10,"m"
"1173","FBgn0196009","Scf_X",-0.171586569699194,0.0342269601534857,"f"
"1174","FBgn0196012","Scf_X",1.03316632353413,1.67960850398805e-05,"m"
