genes,A07_w501fBr_a,A08_w501fBr_b,A09_w501fBr_c,B07_FA03fBr_a,B08_FA03fBr_b,B09_FA03fBr_c,D07_w501mBr_a,D08_w501mBr_b,D09_w501mBr_c,E08_FA03mBr_b,E09_FA03mBr_c
FBgn0190489,10.77484,11.4173,10.64389,8.091409,7.078584,8.657521,9.10239,10.53733,11.07718,9.331956,8.768006
FBgn0190490,13.79392,14.13736,12.28999,19.19982,16.85664,15.63668,17.19317,15.21716,14.75774,19.53227,18.66989
FBgn0190491,9.070539,8.253039,7.779643,6.079204,6.95223,5.952258,7.979887,8.103469,11.02254,6.573662,7.402117
FBgn0190492,748.8934,741.4705,799.7964,740.0327,834.7554,690.4122,971.9949,917.7678,976.1617,823.7405,885.094
FBgn0190493,0,0.138108,0.09562,0,0,0.248197,0.171214,0,0.522543,0,0.060684
FBgn0190494,13.70321,9.928775,10.67494,10.21275,10.05944,9.609544,12.47701,10.75734,13.36352,9.480155,11.47156
FBgn0190495,25.46449,38.39548,30.61352,15.93052,15.35148,16.76472,32.36975,32.80377,35.58868,15.06252,15.31179
FBgn0190496,0,0.123796,0,0.039933,0.1182,0.004972,0,0,0.044787,0.133377,0
FBgn0190497,1.034903,0.510605,0.23662,0.721884,0.574253,1.832253,1.381475,0.914576,0.843143,0.475313,0.721213
FBgn0190498,4.093137,6.464359,6.424292,6.839396,5.757212,6.606881,5.218458,4.527445,5.40287,7.445861,6.923303
FBgn0190499,35.47948,38.05686,39.11041,25.9647,26.35551,32.70964,34.57006,36.06987,39.24105,29.79122,30.94416
FBgn0190500,75.19936,80.92979,70.30898,54.68571,55.4354,52.81226,72.75445,70.19395,73.82891,57.19402,59.47538
FBgn0190501,15.70878,15.48376,15.73737,14.35345,13.56634,13.38587,14.42641,14.21988,16.65431,12.83355,12.68282
FBgn0190502,0.959196,1.452583,0.676676,0.78753,0.595443,0.702641,0.914578,0.410194,0.606785,0.265276,0.602235
FBgn0190503,42.42722,38.22637,36.7559,35.87281,33.35105,36.16489,47.62563,43.19583,44.44661,37.81638,39.61901
FBgn0190504,33.19983,33.42519,31.43454,37.87757,37.27845,36.19604,32.17894,32.96226,34.85778,33.55036,33.18264
FBgn0190505,69.00957,57.8989,69.81165,70.08531,62.73636,61.57136,75.87426,72.61159,73.62127,68.93704,72.07206
FBgn0190506,6.338459,8.116197,6.755215,6.118674,4.92409,3.956374,7.232479,7.900064,8.27746,6.0658,4.812022
FBgn0190508,58.31898,58.31,59.29274,54.79067,57.73507,78.87584,54.96056,65.08209,62.02351,66.42681,62.95012
FBgn0190509,59.49841,61.05071,64.74399,67.64622,73.3301,69.2661,62.90342,63.8851,66.89892,78.70873,77.7148
FBgn0190510,898.4893,838.6992,859.6234,736.2787,797.0777,635.6636,1179.372,1065.752,1113.706,828.3115,901.8734
FBgn0190511,11.26332,13.37131,9.819056,10.64301,10.20044,12.51702,11.42423,10.29652,11.33364,13.15025,11.80324
FBgn0190512,17.24041,15.48958,13.97587,13.7044,12.46022,12.01357,16.09857,13.17567,16.92314,15.80732,15.44597
FBgn0190514,178.205,181.7691,175.646,135.2098,137.0108,157.3696,142.5525,156.2679,158.8448,135.1096,143.014
FBgn0190515,0.463971,0.952057,0.430516,1.566602,0.969494,1.445682,0.62895,0.765357,0.743341,1.492098,1.47637
FBgn0190516,0,0,0,0,0,0,0,0,0,0,0
FBgn0190519,0.73501,1.409438,0.444774,0.084962,1.035719,0.166853,1.281062,0.865608,1.263172,0.256775,0.516223
FBgn0190520,61.57587,51.30481,54.46441,55.30754,50.60073,47.1568,72.66684,64.71396,67.84626,59.06235,61.83489
FBgn0190521,46.27314,53.74224,49.42104,45.20316,45.35745,51.37648,46.18286,46.88274,52.62706,48.21449,50.10916
FBgn0190522,19.4897,21.4323,19.75024,15.87513,15.30623,16.28873,21.63612,20.71684,25.36249,16.66162,18.02115
FBgn0190523,45.78304,45.45508,42.26416,43.21904,36.81844,40.96616,42.93257,45.6423,43.97266,39.80348,37.98416
FBgn0190524,0.647687,8.062741,8.451221,10.091,9.225406,0,7.965667,7.365386,0,9.732852,7.656761
FBgn0190525,13.56179,14.65216,14.25768,10.64114,9.074471,10.39417,14.74028,13.91027,15.18017,10.95309,10.42867
FBgn0190526,50.79118,53.37036,47.45785,37.77663,36.28744,37.05953,45.2994,46.60601,46.15934,36.15583,41.58811
FBgn0190527,22.73829,23.76685,23.84203,20.67027,18.98512,18.23161,26.83766,27.54361,26.73849,24.73379,21.92524
FBgn0190528,107.8285,99.61223,97.58176,93.10771,106.1761,98.69394,90.86553,90.40088,89.25987,97.84796,90.05397
FBgn0190530,196.3845,229.3086,222.6063,189.7943,177.3522,259.019,174.6216,186.7424,187.5777,201.8919,188.0111
FBgn0190531,96.42246,115.0607,118.244,111.0759,101.9308,137.0579,104.7626,104.0543,113.4178,110.0257,118.0376
FBgn0190533,10.38477,11.73907,10.44378,9.824264,9.38737,8.488817,11.98586,11.94636,12.43434,11.0306,12.58293
FBgn0190534,0,0.717158,0.508455,0.473837,0.08967,0,0.24953,0.57135,0.38081,0.390004,0.102132
FBgn0190535,14.49357,9.517222,14.43693,13.76597,12.18857,7.819293,27.6728,17.57205,12.64727,17.51708,17.36103
FBgn0190536,6.89053,6.850502,7.289443,6.615801,7.077075,8.211555,6.758291,7.35577,8.160249,7.781854,7.923884
FBgn0190537,0,0,0,0,0,0,0,0,0,0,0
FBgn0190539,0.511912,1.367311,0.547429,0.105243,0,0,0.376887,0.384719,0.704261,0.256057,0
FBgn0190540,0.115204,0,0.249787,0,0,0,0.247907,0,0,0.170743,0
FBgn0190541,2.105231,1.58428,0.903399,0.407479,0.546921,0,2.072732,0.802782,1.579368,1.520658,0.396959
FBgn0190542,8.655026,9.906115,7.684103,10.29068,9.335967,13.16217,9.119117,9.588358,8.775205,11.56142,9.341258
FBgn0190543,0.113629,0.063631,0.335437,0,0,0,0.46985,0.3677,0.080652,0,0
FBgn0190544,1.127377,0.492297,0.232202,0.714142,0.866764,0,1.158419,0.698882,0.108434,0.172107,0.350067
FBgn0190545,26.30294,30.85432,27.79223,47.1428,49.57299,42.54412,31.33954,28.52695,38.92949,58.8436,57.81412
FBgn0190546,0,0,0,0,0,0.108311,0,0,0,0.210917,0
FBgn0190547,0.052504,0,0,0,0,0,0,0,0,0,0.073082
FBgn0190549,0.178212,0,0,0,0,0.204134,0.070539,0,0.031842,0,0
FBgn0190550,0.362576,0.527337,0.36897,0.409395,0.991958,0.803593,0.687824,0.628482,0.513178,1.138287,0.562389
FBgn0190551,0.501245,0,0,0,0.033839,0,0,0,0,0,0
FBgn0190552,46.28584,53.32056,50.58493,38.12145,36.12237,35.99691,54.56025,53.67665,55.14997,36.78408,40.03802
FBgn0190553,0.4062,0.265798,0.176161,0.46951,0.35997,0.214653,0.211674,0.354328,0.427404,0.142866,0.306277
FBgn0190555,92.36258,101.4238,102.9936,82.87659,91.04135,99.47534,87.62361,93.1367,95.90913,90.21622,85.73917
FBgn0190556,8.399136,8.850626,7.570884,5.24869,5.480866,6.71347,8.011799,9.402878,7.02395,5.829934,4.229761
FBgn0190557,69.30628,72.74159,77.8177,58.7311,66.19659,76.84952,73.43085,73.4343,77.30399,71.96536,71.61543
FBgn0190558,0.350405,0.109923,0.101661,0.036732,0.030632,0.039032,0.086215,0.210763,0.31327,0,0
FBgn0190559,31.50466,27.80907,27.75394,24.55164,25.6482,18.41359,29.89486,30.63523,27.43675,24.11884,20.77672
FBgn0190560,0.061968,0.166641,0.312012,0,0,0.041804,0.163005,0.095743,0.153138,0.041251,0
FBgn0190561,1.517982,0.78236,0.612092,0.205602,0.280691,0.392183,0.739122,0.203078,0.661574,0.522242,0.57611
FBgn0190562,0.852523,0.666876,0.581291,0.215516,0.189139,0.49098,0.86247,0.471267,0.691816,0.522906,0.569812
FBgn0190564,0.127971,0,0,0,0,0,0.019236,0,0.079967,0,0
FBgn0190565,0.397732,0.621195,0.425515,0.108782,0.18303,0.085521,0.743437,0.414241,0.526086,0.26074,0.172939
FBgn0190566,51.13105,49.11263,48.71561,40.42125,41.66642,38.08317,52.14214,46.3016,54.95823,52.00025,45.36364
FBgn0190567,995.3467,1187.135,1111.644,1034.348,1116.732,1331.724,959.1123,1126.655,900.2419,1159.955,956.4394
FBgn0190568,1.415818,1.288692,1.320511,1.245647,0.835031,0.969752,1.557414,2.071934,1.573925,1.720764,1.199898
FBgn0190570,52.46768,59.42024,57.42275,54.85685,53.90649,62.53316,54.53486,55.11732,59.0011,58.7646,60.79156
FBgn0190571,2.508546,1.775972,1.963596,0.777539,0.259843,0.789678,1.480212,0.557456,1.146403,0.88599,0.43715
FBgn0190573,0,0.025122,0,0,0,0,0,0,0,0,0
FBgn0190577,0,0,0,0,0,0,0,0,0,0,0
FBgn0190578,8.811668,6.937522,8.755591,8.971058,6.802487,7.506446,8.671724,8.631285,10.24715,7.710999,7.901702
FBgn0190579,109.9934,125.2881,121.3869,97.5106,95.98525,125.1794,105.7625,116.0473,121.8144,114.6695,121.9384
FBgn0190580,0.580309,0.20594,1.181484,0.241418,0.922223,1.158672,7.628583,2.604766,4.71933,6.410557,6.392923
FBgn0190581,26.37347,30.53422,23.83707,30.07566,26.44731,37.88721,22.81698,26.92246,22.55385,30.44222,27.28296
FBgn0190582,3.737965,2.757725,0.152742,6.358546,0.827062,0.374555,4.105866,0.148665,4.265512,4.565461,0.775545
FBgn0190583,39.79052,42.20007,39.67136,40.89324,46.97932,44.97839,40.16005,45.3298,44.49803,44.6183,44.83924
FBgn0190584,61.76601,64.54287,64.8526,50.95036,57.98091,62.30605,56.76978,64.37129,57.83943,61.69926,51.67953
FBgn0190585,0,0.034545,0.038502,0.035376,0.033317,0,0,0.100169,0.092662,0.074438,0
FBgn0190586,0.515251,0.891,1.053068,0.110631,0.179188,0.421639,0.671995,0.816719,0.844809,0.138689,0
FBgn0190587,181.1704,178.0562,168.6397,192.0258,202.4895,187.4134,185.2664,172.6021,184.6903,190.6381,200.1511
FBgn0190588,0.961097,0.616459,0.295392,0,0.068594,0,0.204529,0.191987,0,0.166408,0
FBgn0190590,47.00457,53.58683,50.12498,48.7094,55.39025,60.66208,45.8766,50.74108,52.10284,51.34243,51.66752
FBgn0190591,11.16222,9.303912,11.59708,9.476962,10.46491,10.77046,10.78445,10.71931,11.00322,9.906192,9.811896
FBgn0190592,0.866552,1.322452,1.321395,0.783545,0.658861,0.640774,1.053874,1.713122,1.410561,1.023755,1.232321
FBgn0190593,67.60187,71.02477,64.06647,70.86224,68.63465,105.9786,60.9744,61.74476,53.41082,75.11808,70.60609
FBgn0190594,0.062834,0.126392,0.094597,0.100121,0.162348,0.080251,0.301687,0.142748,0.07401,0.155294,0.043737
FBgn0190595,0,0,0,0,0,0,0,0,0,0.115369,0
FBgn0190596,0.069674,0,0,0,0,0.032947,0.063697,0,0,0,0
FBgn0190597,0,0,0,0,0.035558,0.039379,0,0.044024,0,0,0
FBgn0190598,0,0,0,0.206995,0.048174,0.169172,0,0,0,0,0
FBgn0190599,11.74093,12.02415,11.84161,9.395526,9.903205,12.19211,9.410444,12.69985,11.545,9.874114,8.514683
FBgn0190600,84.84025,73.77739,68.72396,77.48826,71.22304,62.97528,70.14557,76.51281,77.25259,71.91179,71.30438
FBgn0190601,0,0,0,0,0,0,0,0,0,0,0
FBgn0190602,0,0,0,0,0,0,0,0,0,0,0
FBgn0190603,67.35751,69.91312,74.15749,75.538,71.66258,70.59133,77.32275,73.61015,78.23582,71.13787,75.78965
FBgn0190606,8.222738,10.06409,7.883087,13.24166,11.72673,9.143936,10.21903,11.4052,11.07134,11.59401,10.57667
FBgn0190607,24.14895,25.26319,24.39327,23.48034,22.104,21.57669,24.91576,23.24629,23.15209,23.62579,22.68162
FBgn0190608,1.035272,1.553511,1.375254,1.063627,1.112147,1.027208,1.339704,1.15415,1.088459,0.713767,0.87145
FBgn0190609,37.4236,39.10898,38.69254,32.6016,35.69854,35.83202,32.33041,38.73713,37.57902,39.55048,36.80843
FBgn0190610,30.07988,29.18844,33.83614,34.42538,35.82618,28.56147,33.59795,32.19153,35.70858,38.10836,41.32134
FBgn0190611,5.635807,5.733352,5.700423,4.539965,5.376453,5.463198,5.298405,4.466462,4.996264,4.195052,4.113622
FBgn0190612,10.95637,11.0946,12.01735,11.23818,10.67063,11.37171,10.77597,10.48214,10.92046,11.05857,9.715461
FBgn0190613,3.267287,2.778553,1.333163,2.623667,1.446895,2.082675,1.555783,1.656415,1.754143,2.173233,3.554869
FBgn0190614,104.7983,115.5259,125.4527,94.65486,101.7698,118.0707,104.6741,114.7833,107.8722,101.9552,91.50462
FBgn0190617,0.509432,0.627127,0.532196,0.28162,0.100394,0.230957,0.327998,0.335562,0.654574,0.164628,0
FBgn0190619,2.233306,1.30982,2.175618,0.246554,0.52861,0.46818,2.532151,2.000259,1.379951,0.254991,0.68763
FBgn0190620,309.1378,292.6659,325.2472,248.1351,250.7711,221.6552,364.9484,321.6255,334.4887,253.2899,258.6617
FBgn0190621,0,0,0,0,0,0,0.429491,0,0.135796,0,0
FBgn0190622,0,0,0,0,0,0,0,0.048169,0,0,0
FBgn0190623,0,0,0,0,0,0,0.019203,0,0,0,0
FBgn0190624,1294.46,1650.963,1630.198,1366.776,1512.184,1878.152,1309.844,1431.597,1384.788,1677.032,1530.233
FBgn0190625,44.74529,41.84824,46.0262,46.62999,59.05558,39.87594,55.42244,40.86055,44.32526,43.22494,48.81772
FBgn0190626,0,0,0,0,0,0,0,0,0,0,0
FBgn0190629,0,0,0,0,0,0,0,0,0,0,0
FBgn0190630,0.917673,0.997296,0.973625,1.393024,1.5068,0.890562,0.703156,1.084471,1.029264,1.175006,1.217015
FBgn0190631,1.52429,1.517169,2.116955,0.998078,1.040324,0.724344,1.169551,1.523857,1.564323,0.557394,0.940342
FBgn0190632,18.44129,19.93904,17.52631,15.49793,16.45915,17.39962,21.45518,17.49106,20.84269,20.69086,20.25816
FBgn0190633,104.6634,114.6469,83.95967,74.76665,85.21854,71.59578,81.55875,88.6521,74.16434,76.25774,83.33076
FBgn0190634,0.250447,0.094062,0.451858,0.114175,0.468155,0.221318,0.255324,0.238781,0.107486,0.150989,0.291748
FBgn0190635,0,0,0,0,0,0,0,0,0.025871,0,0
FBgn0190636,0,0,0,0,0.047625,0,0,0,0,0,0
FBgn0190637,0,0,0,0,0,0,0,0,0,0,0
FBgn0190638,37.02805,41.72471,39.71899,31.19777,31.64707,29.69561,40.28708,37.81833,42.76048,37.38638,36.36162
FBgn0190639,22.69387,22.44028,22.03825,20.19522,25.39366,28.41812,20.92412,22.11336,25.78863,24.45989,26.51674
FBgn0190641,34.63791,40.83111,40.2007,30.68528,32.28757,39.35119,29.86688,38.1951,34.47483,32.77697,30.31583
FBgn0190642,87.55894,102.6403,95.72596,92.29027,95.74023,93.45653,82.75795,84.57671,98.22422,96.75769,95.07002
FBgn0190643,52.65859,53.69942,51.22311,29.95402,30.93158,33.5873,52.53922,52.78717,54.46108,35.91844,34.41349
FBgn0190644,0,0,0,0,0,0.02824,0,0,0,0,0
FBgn0190645,0,0,0,0,0,0,0,0,0,0,0
FBgn0190646,0,0,0,0,0,0,0,0,0,0,0
FBgn0190647,0,0,0,0,0,0,0,0,0,0,0
FBgn0190648,0,0,0,0,0,0,0,0,0,0,0
FBgn0190649,0,0,0,0,0,0,0.099236,0,0,0,0
FBgn0190650,0,0,0,0,0,0,0,0,0,0,0
FBgn0190651,0.080183,0,0,0,0,0,0,0,0,0,0
FBgn0190652,3.453453,3.720726,3.922868,2.497104,3.683379,2.770743,4.212132,3.675683,1.65873,4.256859,3.47934
FBgn0190653,0,0,0,0,0,0,0,0,0,0,0
FBgn0190654,0.112161,0,0,0,0,0,0,0,0.050151,0,0
FBgn0190656,140.9759,149.4362,154.0136,158.0886,129.3545,176.1913,108.7226,121.3138,127.3781,177.517,172.0027
FBgn0190657,33.20289,35.9677,37.16419,26.44929,27.30009,25.26585,33.24921,33.43256,39.08814,26.54369,28.37455
FBgn0190658,0,0,0,0,0.054394,0,0,0,0.045176,0,0
FBgn0190659,0,0,0,0,0,0,0,0,0,0,0
FBgn0190660,0,0,0.056033,0,0,0.055074,0.027004,0.050153,0,0,0.104927
FBgn0190661,0.453325,0,0.431181,0.446927,0.196616,0.347923,0.712801,0,0.691574,0.439288,0.688382
FBgn0190662,0,0,0,0,0,0,0,0,0,0,0
FBgn0190663,0,0,0,0,0,0,0,0,0,0,0
FBgn0190664,0,0,0,0,0,0,0,0,0,0,0
FBgn0190665,0,0,0,0,0,0,0,0,0,0,0
FBgn0190666,0,0,0,0,0,0,0,0,0,0,0
FBgn0190667,0.086756,0.011057,0.089524,0,0,0,0.043993,0,0.108876,0.031093,0
FBgn0190671,4.787921,3.959601,2.083437,2.486894,2.669549,2.815778,2.465539,1.617973,1.437357,2.450397,3.182793
FBgn0190674,0,0,0,0,0,0.613843,0,0,0.325052,0.414415,0
FBgn0190675,0,0,0,0,0,0,0,0,0,0,0
FBgn0190676,30.54612,33.9428,33.76743,29.1196,30.06179,26.96097,33.38307,36.02195,33.80189,27.07391,26.88682
FBgn0190677,0.1881,0,0.053176,0.598999,0.524718,0.334155,0,0,0.036433,0.213667,0.121239
FBgn0190678,0,0,0,0,0,0,0,0,0,0,0
FBgn0190679,0,0.100322,0.330592,0.613665,0.673414,0.472572,0,0.10008,0,0.208247,0.517209
FBgn0190680,0,0,0,0,0,0,0,0,0,0,0
FBgn0190681,0,0,0,0,0.177362,0.134306,0,0,0,0,0
FBgn0190682,0,0.063129,0,0,0,0,0.095612,0,0.100963,0,0
FBgn0190684,18.78108,23.49088,22.93051,19.7821,19.88578,23.49048,18.92361,21.34286,21.46546,23.75031,19.91438
FBgn0190685,23.92865,29.04695,26.41569,24.75326,27.65414,25.00762,20.98171,23.70493,22.41322,24.44079,22.07986
FBgn0190687,9.024823,12.0023,9.220475,9.154126,9.00562,6.430521,10.86928,11.97382,11.80418,8.655987,8.529395
FBgn0190688,0.157104,0,0,0.066654,0.094583,0,0.02514,0,0,0,0
FBgn0190689,10.58793,11.90408,12.10605,12.62302,13.54086,13.64144,8.891112,8.669994,9.410884,10.4815,9.923398
FBgn0190690,49.8555,46.98378,48.99263,26.66272,25.65076,27.13165,53.80088,50.12449,54.5008,29.71496,30.04325
FBgn0190691,2.113181,1.984465,2.416232,1.756356,1.694898,1.937309,1.809036,1.673085,1.581453,1.583803,1.575072
FBgn0190692,16.24765,16.79846,13.93686,13.71645,12.05053,14.62632,14.15439,15.53487,14.8011,14.11119,11.29938
FBgn0190694,57.9322,66.1212,68.18829,49.74861,50.98554,71.12953,60.3046,67.40891,65.55309,60.39116,53.0915
FBgn0190696,0.354742,0.360834,0.017874,0.233612,0,0.395285,0.184584,0.160383,0.44735,0,0
FBgn0190697,85.01871,89.01815,87.56641,76.78851,72.75403,112.1628,75.44782,79.13875,65.40698,79.24535,75.85415
FBgn0190698,100.3181,97.81186,69.8329,86.4839,80.15559,127.6307,93.68404,113.3091,83.24366,86.5076,86.92911
FBgn0190699,38.28492,38.87149,42.98883,36.90501,34.65046,31.42063,43.77597,34.56672,43.2837,41.04219,37.44729
FBgn0190700,32.88418,35.09521,33.75173,30.19702,28.93507,29.75611,40.66397,34.86363,39.7466,34.30428,33.60744
FBgn0190701,1.876089,1.490145,1.555175,0.688572,0.527132,0.315718,1.526145,1.706526,1.231007,0.541352,0.404562
FBgn0190702,0.035934,0.077649,0.059057,0,0.136562,0.033522,0.054165,0.055066,0.054256,0.099571,0.034669
FBgn0190704,0,0,0,0,0,0,0,0,0,0,0
FBgn0190705,11.37732,11.3604,10.43406,13.28685,15.65371,23.49841,18.1974,12.96541,9.352736,19.78933,24.67378
FBgn0190706,0,0,0.067819,0,0,0,0,0,0,0,0
FBgn0190708,0.556477,0.681417,0.463255,0.696612,0.335299,0.362235,0.343834,0.665511,0.23887,0.640513,0.568175
FBgn0190709,45.88493,38.41813,39.04738,42.12132,46.14946,44.31912,53.96953,46.26522,47.93813,39.83163,42.60894
FBgn0190710,171.7798,203.3406,203.8347,167.705,168.1077,206.0913,162.0531,190.4849,186.3076,186.2129,174.8411
FBgn0190712,15.98535,14.75031,17.30075,14.4715,13.18378,13.94281,16.82905,16.81869,17.06768,14.20497,14.37422
FBgn0190714,95.20804,102.5885,95.16992,102.6081,90.9501,100.1085,101.1082,94.72943,103.2935,88.22737,95.03522
FBgn0190715,23.02616,20.82746,22.00423,20.35615,21.05942,20.86267,22.06095,23.90041,23.63915,19.81488,20.70916
FBgn0190717,2.436595,2.576015,2.803527,0.655225,0.832847,3.011596,1.874963,0.925229,2.804681,1.630511,1.268195
FBgn0190718,74.31596,79.82059,78.27241,66.22765,63.97831,64.61507,69.58787,77.17866,78.60292,65.54472,65.82293
FBgn0190719,84.22232,82.02087,80.96738,78.29224,83.92038,81.77118,84.72308,81.46682,84.35187,84.64146,89.57388
FBgn0190720,16.38967,13.76824,16.0785,17.54778,16.05989,14.39414,17.02711,16.81545,15.95518,12.65252,15.05103
FBgn0190721,46.07909,39.02535,42.73113,52.9928,57.25057,49.16689,40.90121,38.24855,44.06495,48.81603,52.76038
FBgn0190722,854.6295,819.6426,867.6114,844.6987,913.8942,776.3686,1072.361,980.0684,1054.518,849.062,926.109
FBgn0190723,77.1553,94.49141,82.92373,87.2491,76.37573,89.48158,62.52738,71.01459,82.87402,87.61096,83.57058
FBgn0190725,32.13135,29.60704,26.65398,29.04917,28.07122,23.07878,32.02634,29.36079,27.14991,26.70349,24.64523
FBgn0190726,11.26992,13.99929,12.04405,12.88748,12.8888,14.74583,13.21063,13.89811,13.75825,14.34723,13.59954
FBgn0190727,3.844116,3.960257,4.36575,5.253836,5.644318,4.803565,4.343093,3.238722,4.17594,4.190732,4.52062
FBgn0190728,493.7008,497.2018,478.047,376.638,357.8924,370.9814,480.5919,499.7381,466.661,386.7301,365.8925
FBgn0190729,14.67274,15.48996,16.0395,15.14656,15.70765,14.63385,16.75006,15.91771,16.89306,13.61811,15.50291
FBgn0190730,161.0622,153.0953,156.7467,174.0225,177.538,169.8938,175.8119,172.5855,174.0864,178.3369,191.3721
FBgn0190731,0.444033,0.041574,0.15924,0.267794,0,0.045543,0.031794,0.078767,0.033301,0.044792,0.121933
FBgn0190732,15.92091,14.69448,14.89648,14.74187,13.21574,13.05248,16.28958,15.31657,16.87529,15.32392,15.96926
FBgn0190733,0,0,0,0,0.841508,0,0,0,0,0.308395,0.82606
FBgn0190734,0,0,0.11324,0,0,0.11205,0,0,0,0,0
FBgn0190735,41.38457,44.74002,42.11367,49.64169,44.6006,39.27599,49.66578,45.47098,52.00291,41.86862,40.46815
FBgn0190736,22.01304,20.95655,19.17461,56.98866,50.40511,51.83189,24.46237,24.06988,23.28436,62.65651,61.54424
FBgn0190737,0,0,0,0,0,0,0,0.051865,0,0,0
FBgn0190738,64.66447,67.46136,72.74391,48.33401,54.92438,56.63631,67.70537,66.66363,75.56752,62.84991,60.14599
FBgn0190739,41.83007,32.50265,39.38508,44.52708,38.42846,50.84539,39.95108,36.7967,40.87575,47.6091,46.81603
FBgn0190740,0.196118,0,0,0,0,0,0,0,0,0,0
FBgn0190741,0.802743,0.839285,0.657923,0.755104,0.799245,0.73335,0.580036,0.470738,0.705963,0.584517,0.665986
FBgn0190742,13.9862,15.02167,13.88096,16.77668,14.01908,13.44931,15.77972,14.79371,18.81465,14.23554,15.85263
FBgn0190743,45.18427,43.92966,42.19606,38.16366,41.36131,38.14809,49.09616,44.89375,46.76515,44.6683,47.76431
FBgn0190744,0.222329,0,0.130657,0.04024,0.11003,0,0,0.001437,0,0,0.043164
FBgn0190746,59.83579,54.92064,62.48436,71.40626,65.14228,56.08625,64.757,63.08691,68.31934,70.36876,72.38923
FBgn0190747,7.34133,6.449323,6.856988,8.072749,8.650819,6.996098,9.155066,6.884189,7.861919,7.602481,9.048242
FBgn0190748,12.40298,13.51434,13.99115,13.82009,12.41112,12.20013,13.04114,12.77041,13.19356,13.26998,14.06471
FBgn0190749,195.9268,210.9613,209.9766,199.8688,224.6294,263.1113,213.1348,233.4871,220.9118,261.5749,239.1997
FBgn0190750,2.998204,2.886625,2.318408,0,0.048806,0.325865,2.06032,1.657789,1.57502,0,0.30093
FBgn0190751,246.2376,257.187,256.7935,261.5731,285.3833,319.9541,267.8674,280.9531,280.3678,324.1139,330.7628
FBgn0190752,111.0146,125.8487,123.3585,74.93047,80.00355,74.92785,107.7003,134.3116,121.3001,88.75646,79.88651
FBgn0190753,0.731574,0.736735,0.543722,0.625816,0.304036,0.336903,0.59116,0.802535,0.524823,0.601359,0.637543
FBgn0190757,0.816934,0.836135,1.291108,0.722349,0.593532,0.395032,1.806359,1.666824,1.242921,0.241211,0.285308
FBgn0190758,0.53756,0.21947,0.691039,0,0.075604,0.10752,0.585871,0.322711,0.535461,0.307704,0
FBgn0190759,458.1334,121.6608,550.5489,2.595403,2.657238,9.333677,1141.163,796.3547,744.3729,7.221172,2.866537
FBgn0190760,499.1285,520.9896,510.8813,479.2844,499.2545,569.1099,497.1683,524.0681,445.8366,523.5681,539.6924
FBgn0190762,217.1228,244.1059,242.1074,229.6265,257.1209,288.9777,192.7374,212.1889,211.0456,248.0712,247.4186
FBgn0190765,766.2452,980.8477,864.8481,746.8659,734.2266,1005.551,662.2451,683.2047,682.3857,901.9963,786.9484
FBgn0190766,29.33522,30.97093,25.83975,29.81865,27.03871,28.07727,29.91145,27.56597,29.17611,26.51147,29.27367
FBgn0190768,10.25194,8.529947,9.574743,12.99243,9.305106,9.20272,10.41288,11.35485,10.93759,9.675421,11.00361
FBgn0190769,0.965543,0.896956,1.484198,0.898183,0.328984,0.809642,1.39079,1.064182,1.072436,0.133181,0.840616
FBgn0190770,252.3614,222.6597,218.3603,296.1145,280.1136,246.104,308.4063,280.0126,289.6761,282.5427,321.4453
