genes,A07_w501fBr_a,A08_w501fBr_b,A09_w501fBr_c,B07_FA03fBr_a,B08_FA03fBr_b,B09_FA03fBr_c,D07_w501mBr_a,D08_w501mBr_b,D09_w501mBr_c,E08_FA03mBr_b,E09_FA03mBr_c
FBgn0190179,0.20335,0.140597,0.149047,0.177988,0.137541,0.243235,0.116175,0.138501,0,0.268626,0.144919
FBgn0190180,33.49327,33.58349,31.84846,39.11854,37.16226,36.36414,36.85941,34.35048,40.29523,40.93803,41.58832
FBgn0190181,7.248312,8.619572,7.750377,5.867421,5.856075,6.235898,9.001255,8.912977,9.764624,6.20674,4.4688
FBgn0190182,57.88406,64.47913,64.62107,67.61374,64.04411,62.04162,66.58487,67.30322,69.54524,64.34054,71.62453
FBgn0190183,0,0,0,1.352007,1.140208,1.102156,0.183622,0.201992,0,1.535085,1.738507
FBgn0190184,0,0,0.101163,0,0,0,0,0,0,0,0
FBgn0190185,0,0.100096,0,0,0,0,0,0,0,0,0
FBgn0190186,0,0,0,0,0,0,0,0,0,0,0
FBgn0190187,0,0,0,0,0,0,0,0,0,0,0
FBgn0190188,0.536528,0.281488,0.331359,0,0,0,0.143814,0.160284,0.141696,0,0
FBgn0190189,0.385882,0.328221,0.274279,0,0,0,0.160621,0,0,0,0.098566
FBgn0190191,204.5581,195.6452,202.9821,221.313,198.768,198.9325,222.5639,178.4715,215.2061,223.1036,243.381
FBgn0190192,0,0,0,0,0,0,0,0,0,0.20903,0.716176
FBgn0190193,155.506,174.2753,174.2805,164.0205,172.5667,165.4359,164.2104,162.6615,186.8724,196.8121,189.1797
FBgn0190194,400.0632,457.9683,417.4329,427.3696,427.9496,564.8033,405.7929,432.5715,376.5123,491.8182,424.5768
FBgn0190196,2.926713,2.964442,3.58614,3.708006,5.144045,3.781655,2.990421,3.59455,4.563393,2.826636,3.026892
FBgn0190197,1.471251,1.700741,1.161195,0.795793,0,0.379938,1.259829,1.462579,1.159504,1.08953,0.572992
FBgn0190198,166.3482,217.5167,210.8958,100.6377,89.82341,149.31,168.121,188.3979,149.5227,115.1376,100.481
FBgn0190201,4.401684,5.99256,3.430579,2.385989,1.348696,1.865613,2.939736,3.010473,3.425579,1.72214,1.402822
FBgn0190202,19.08706,18.7504,21.27603,20.88571,23.30138,18.74364,25.53216,22.00608,23.83336,21.81052,21.38208
FBgn0190203,32.273,37.78312,40.73902,31.14016,33.49841,44.68217,33.77477,38.53596,39.85616,34.29933,32.50452
FBgn0190206,15.81194,14.37867,16.27449,11.14851,10.74561,13.96746,13.48761,13.55693,13.55485,9.988539,11.06619
FBgn0190208,8.83609,10.17437,10.03144,10.706,8.587604,10.48548,10.12799,10.291,9.496355,12.7123,11.88421
FBgn0190209,0.125236,0,0.222909,0,0.119597,0,0,0.402089,0.132481,0,0
FBgn0190210,0.304563,0.656157,0.388226,0,0,0,0.445244,0.565835,0.703673,0,0
FBgn0190211,9.283579,12.31386,9.140862,7.523584,8.226996,10.95043,7.228649,8.559876,9.136652,8.471929,6.193089
FBgn0190212,23.21879,24.84003,24.11774,23.25423,25.97187,30.71175,21.39257,25.20063,24.51271,29.93775,28.782
FBgn0190213,0.090598,0.074568,0.087645,0,0.079588,0,0,0,0.067162,0.038178,0
FBgn0190214,7.601521,8.775383,7.991395,10.05522,8.777345,6.547623,9.642657,11.1399,8.565638,10.87386,7.35844
FBgn0190215,18.1023,21.56278,19.24895,7.336559,6.192563,5.17499,17.42671,14.26674,18.4182,7.484413,7.27098
FBgn0190220,0.037404,0.026074,0.199158,0.076987,0.137803,0.028563,0.198469,0.100575,0.08347,0.150291,0.085924
FBgn0190221,2.418478,2.774999,3.148837,0.563614,0.657962,0.443877,2.63255,2.288683,2.997992,0.444735,0.590213
FBgn0190223,11.57416,9.271799,7.834533,8.390466,5.900412,7.348716,9.240625,5.715926,7.86153,9.610102,9.814157
FBgn0190224,4.809343,6.250579,7.319076,5.269457,4.524701,7.609797,5.973541,7.590636,5.739615,5.82782,6.056085
FBgn0190225,0.180272,0.419129,0.273536,0,0.07521,0.085715,0.276777,0.227921,0.433909,0.116053,0.08337
FBgn0190226,31.78052,30.68847,32.1981,26.79278,20.8776,32.30186,23.29477,31.3794,31.80982,27.50139,24.524
FBgn0190227,1.531076,1.389863,2.764072,3.396024,2.548216,4.948223,1.75716,0.883297,1.864935,2.394565,2.35076
FBgn0190228,0,0,0,0,0.069525,0,0,0,0,0,0
FBgn0190229,340.0221,334.982,330.1902,274.4824,279.6433,298.0049,274.7372,284.8489,292.1668,251.4551,250.686
FBgn0190230,4.31647,4.709265,5.134434,1.793894,1.224732,1.426582,4.057903,4.342143,4.045828,1.597149,1.34438
FBgn0190231,234.4199,259.6029,201.3164,228.1767,222.0376,191.542,231.015,213.019,224.659,213.5988,210.5705
FBgn0190232,10.25297,7.526731,8.132672,3.367643,3.683268,3.034888,9.081595,8.803158,8.23689,2.996737,2.813257
FBgn0190234,1.097987,1.152661,2.030212,1.156439,1.677153,1.646419,1.171674,1.697551,1.646449,1.405362,1.290229
FBgn0190237,112.7529,116.0656,102.3725,79.9029,80.18802,63.68953,74.04674,93.91315,71.03697,73.07523,57.56906
FBgn0190239,7.904205,7.9061,6.000845,6.541999,6.745,6.700593,7.668408,8.968946,6.378944,7.385706,5.815374
FBgn0190240,71.24263,73.53725,67.78085,77.62349,79.07734,80.40633,63.94585,72.62454,71.94919,73.80765,69.08933
FBgn0190241,1.283951,0.777277,2.173455,2.359326,2.663601,2.187218,2.393782,2.07274,2.391348,2.291369,2.886071
FBgn0190242,42.53656,40.82402,44.23582,38.27163,42.2405,39.97934,47.00361,43.63262,49.87221,41.08132,41.08757
FBgn0190243,47.11858,49.92564,48.56953,38.77652,39.98703,42.5384,41.27038,48.16452,48.06061,39.20916,39.94154
FBgn0190244,26.56399,28.47684,27.4912,39.39981,38.26259,34.23941,25.53938,24.20073,27.37841,36.12522,37.51564
FBgn0190245,18.06951,9.993251,17.25367,18.23986,18.98894,21.24194,16.33912,18.50026,18.06831,19.87405,19.05877
FBgn0190246,2.347318,2.717559,2.633544,1.560702,1.46955,1.470826,3.105043,4.227819,3.41588,0.640688,1.417809
FBgn0190247,0.254216,0,0,0.065531,0,0,0,0,0,0,0
FBgn0190249,47.33019,51.49897,49.16436,53.78373,55.05581,69.66086,45.72701,50.19324,45.19931,57.68396,50.5418
FBgn0190251,0.10191,0.033787,0.037782,0.15344,0.03215,0.018568,0,0,0,0,0.018619
FBgn0190252,0.251445,0,0,0,0,0,0.039361,0.083641,0.15807,0.051265,0.101233
FBgn0190253,7.352917,6.896812,7.084346,37.10162,36.30211,39.13702,8.512416,7.129125,6.087038,33.34777,36.93594
FBgn0190254,4.782365,2.327211,0.503734,20.93087,15.93667,31.98491,4.635253,10.06805,2.692974,17.42633,0.696572
FBgn0190255,16.47652,20.30625,19.37912,2.804056,2.751544,13.14421,16.82563,17.73244,23.52555,16.00949,16.84667
FBgn0190256,0,0,0,0,0,0,0,0,0.078793,0.093653,0
FBgn0190257,589.2736,549.2698,542.6136,624.4222,595.3693,571.9351,576.5504,550.8693,552.2455,570.6956,579.7114
FBgn0190258,0.132888,0,0,0.020348,0.032365,0,0.080747,0,0.105752,0,0
FBgn0190259,17.92582,19.09481,19.31393,12.91284,12.65664,13.25604,18.22002,15.51234,19.07325,13.76618,12.58314
FBgn0190260,1257.84,1247.959,1288.297,1266.12,1465.856,1224.377,1361.492,1383.449,1293.499,1284.496,1377.397
FBgn0190261,4.269292,4.408511,3.829945,0.461863,0.830114,1.110414,4.736448,4.386117,4.511687,0.651414,0.243571
FBgn0190262,68.29804,73.12145,75.73445,70.84445,73.89066,73.69862,73.00202,71.85157,76.34596,75.40984,75.71867
FBgn0190263,14.34692,16.99925,16.13005,19.03415,15.05061,16.32141,16.97542,17.19875,15.8809,18.10731,14.95608
FBgn0190264,33.75536,34.6133,37.21291,35.97422,34.54756,32.93243,40.39952,39.23204,39.32509,36.73931,39.69874
FBgn0190265,1.501166,1.334406,0.713667,0.088075,0,0,1.069617,1.932592,1.366484,0.09188,0.351194
FBgn0190266,255.6074,266.4817,273.7169,264.3592,294.479,263.1219,334.3269,306.1875,319.1144,297.1381,324.5342
FBgn0190270,53.10486,54.89151,53.91003,67.13182,71.7165,62.95961,65.03596,61.58173,66.52167,63.54431,72.44011
FBgn0190271,5.451141,6.235631,5.267677,9.582998,8.656334,7.104073,5.686015,6.402722,6.545545,10.42059,10.53771
FBgn0190272,8.818338,10.5174,8.487482,7.802393,7.873484,8.216064,8.533089,7.896986,8.588547,7.440779,7.175848
FBgn0190273,13.29408,15.2988,15.27767,12.26508,11.68554,14.56563,14.5695,13.405,15.26219,13.82224,14.84094
FBgn0190274,13.68315,17.54481,17.39884,18.97331,14.71908,16.04817,19.3415,20.94319,16.67359,20.69216,15.83868
FBgn0190275,24.39494,26.71428,26.70108,22.58073,24.36043,24.24292,25.24289,24.61799,25.77091,22.89388,23.77512
FBgn0190276,165.2803,185.9473,197.1821,175.1038,172.8933,158.2189,198.3519,193.0887,199.8357,166.9995,178.1558
FBgn0190278,76.12497,87.12843,81.35463,85.91578,88.13487,82.54695,87.63733,89.39033,81.90997,84.09696,89.72989
FBgn0190282,0.055428,0,0,0,0.20707,0,0.12292,0.065106,0.044257,0,0.060285
FBgn0190283,17.79635,19.79387,17.18103,16.73808,16.81738,17.93229,17.28976,17.78147,17.23757,16.14118,17.67103
FBgn0190284,4.147893,4.682998,4.57571,3.559131,4.069205,3.94404,3.862756,3.671437,3.659554,4.09675,4.014941
FBgn0190285,166.0416,173.0217,166.8237,144.2198,135.9194,132.1542,151.8886,152.6625,151.3455,130.2477,140.8328
FBgn0190287,21.35623,23.13575,22.30254,23.46568,25.87733,22.25573,23.60733,21.05388,23.66435,24.1341,24.43863
FBgn0190288,30.46162,34.13289,32.63887,29.67783,25.46944,25.12416,30.75972,32.55851,33.48386,26.10284,26.71539
FBgn0190289,7.885725,5.825908,7.592753,6.457292,6.562095,5.805492,6.106848,5.89471,6.79154,5.412675,4.510002
FBgn0190290,8.665355,9.222813,9.391986,8.683013,8.682754,10.6793,8.750209,9.26868,9.290649,9.546757,9.43083
FBgn0190292,24.6413,30.00503,28.52036,24.65499,26.27806,27.13136,25.24125,24.807,30.5244,29.51634,27.85565
FBgn0190294,63.15226,62.31818,57.77534,61.7255,61.06519,58.94116,64.09811,63.58023,64.73695,63.84223,67.40403
FBgn0190295,101.0786,102.5085,100.0311,94.56481,105.8557,88.72625,101.9516,107.9795,105.1106,109.4057,106.9028
FBgn0190296,0,0,0,0,0,0,0,0,0,0,0
FBgn0190297,0,0,0,0,0,0,0,0,0.144416,0,0
FBgn0190298,0,0,0,0,0,0.043969,0,0,0,0,0.120244
FBgn0190300,71.30402,81.89073,82.79612,61.38376,63.08847,65.79296,73.85355,82.42673,86.85378,63.06473,63.75016
FBgn0190301,37.49864,36.59367,35.70546,35.51792,33.38376,28.84936,36.91801,41.53634,37.66126,30.97319,34.14809
FBgn0190302,34.59579,34.66312,34.42387,29.17276,31.75066,29.32564,31.78205,30.30725,35.12645,29.75565,30.8634
FBgn0190303,25.11415,22.10469,23.32753,23.26828,23.18826,22.73646,24.45588,22.44547,28.09415,24.26728,22.64772
FBgn0190304,0,0.072812,0.155962,0.082775,0.084514,0.210447,0.024443,0,0,0.104888,0
FBgn0190305,29.21396,31.94189,31.21843,28.54815,27.89082,29.32264,29.01611,31.8222,32.2879,29.63903,29.61492
FBgn0190306,0.132412,0.088093,0,0,0,0,0.055733,0.081875,0.035516,0,0.14515
FBgn0190307,329.7833,405.2975,423.0665,288.838,293.6712,337.1256,363.3546,350.136,380.2931,311.9122,309.7925
FBgn0190309,3.798545,3.933996,3.645873,6.321735,4.015899,5.023672,3.858033,4.017323,5.915889,3.784359,3.872994
FBgn0190310,193.7412,200.8701,207.0372,204.0273,214.0685,201.7159,207.1545,212.589,213.2642,227.8479,237.0815
FBgn0190312,16.69985,11.52843,14.03971,6.171723,6.930852,4.260899,16.37578,14.13945,12.18485,6.388587,6.708737
FBgn0190313,22.82024,24.6976,22.72046,19.44689,21.51114,21.69997,20.158,21.63026,22.40076,21.12711,22.83425
FBgn0190314,18.86496,19.68465,17.21341,20.56222,18.80506,19.16168,20.90012,24.46934,23.02802,22.43294,19.83946
FBgn0190316,0.349329,0.098927,0.280987,0.187245,0.314024,0.740088,0.226016,0.049344,0.171803,0.476333,0.438598
FBgn0190317,70.22173,80.72546,84.21096,73.26908,76.41411,81.84293,72.26858,85.74725,81.29584,80.59996,79.75571
FBgn0190318,0.238534,0,0,0.127717,0.145184,0.068199,0.124297,0,0,0,0.314143
FBgn0190319,11.46016,18.0347,16.99449,13.81206,14.73331,22.25896,14.54726,15.22017,16.60278,13.92127,13.82188
FBgn0190320,0.122737,0,0,0,0,0.066791,0,0,0,0,0
FBgn0190321,0,0,0,0,0,0,0,0,0,0,0
FBgn0190322,0.06396,0.060854,0,0,0,0.035784,0.012068,0.108621,0,0,0
FBgn0190323,0.581332,0,0,0,0,0,0.525454,0,0,0,0
FBgn0190324,8.714759,0,0,0,0,0,0.838827,0,0.175362,0,0
FBgn0190325,12.6995,13.9038,12.65726,12.59995,21.7639,22.8077,20.17756,21.18335,11.17006,18.72007,11.06682
FBgn0190326,23.81339,25.93413,24.26442,21.25913,1.852984,1.53129,2.545607,2.160351,22.19414,1.611406,15.27685
FBgn0190327,0.262591,0.262367,0.050347,0,0,0.015995,0.173077,0.045519,0.090397,0,0
FBgn0190330,0,0.180209,0.220343,0,0.076677,0.087095,0.174475,0.137209,0.127365,0,0
FBgn0190331,2.397574,2.590902,3.988687,39.27473,35.50164,30.75302,5.335363,1.877203,5.014417,31.92003,43.70864
FBgn0190332,42.57728,49.14995,43.13865,0.006744,6.147131,0.024325,43.70887,43.95477,46.45356,0.01923,0.115574
FBgn0190334,1.58806,2.234224,1.927991,1.872811,1.523596,1.938458,3.02759,1.153504,1.932656,1.043066,2.021645
FBgn0190336,0.101384,0,0.071322,0.352385,0.122817,0,0,0,0.139079,0,0.174766
FBgn0190337,1.644908,0.713709,0.848121,1.989051,1.947798,1.76584,0.998594,1.481958,1.16769,2.243804,4.780133
FBgn0190338,14.55651,15.41407,14.25531,16.47263,15.61807,15.51025,16.93128,14.59585,16.85387,15.82306,18.89614
FBgn0190340,5.717124,4.407934,5.044059,7.390182,7.001308,8.410761,5.232707,4.222362,4.609266,8.670261,7.75856
FBgn0190341,27.46315,30.26943,30.7559,46.39547,50.72883,43.7705,30.8147,31.27708,30.96301,43.19003,52.71708
FBgn0190343,32.094,27.86262,25.94732,21.02498,17.96176,19.40051,34.05732,27.53354,27.24017,19.81222,18.71402
FBgn0190344,50.60454,48.25008,50.75975,42.29464,40.54568,41.7186,50.57552,51.28265,50.98384,39.4675,43.47175
FBgn0190346,32.304,38.31387,40.45233,34.96939,33.01919,42.21897,32.62773,35.50278,36.99827,34.89873,38.87127
FBgn0190347,80.70241,68.1923,71.20817,62.82682,58.12298,52.02472,82.42361,81.51604,80.17194,51.52943,58.67519
FBgn0190348,4.66353,4.589191,3.674177,5.20664,4.122785,4.194436,6.40909,4.093649,6.649025,6.733477,6.655291
FBgn0190349,0.246279,0.230444,0.276013,0.087922,0.253042,0.078039,0.478048,0.206122,0.238118,0.315295,0.102126
FBgn0190350,87.40453,84.12856,87.0334,107.5087,102.0646,101.4711,99.11967,94.28966,94.39374,100.1294,111.7806
FBgn0190351,51.93243,57.33689,53.80278,50.10069,51.92571,48.76203,64.43272,58.74945,62.39707,54.33503,59.58326
FBgn0190353,47.56761,42.50933,44.77252,41.6465,34.77566,30.30887,50.22877,40.71236,37.1748,41.04633,37.29466
FBgn0190354,109.455,128.3443,125.0021,119.1505,118.5725,125.8243,124.1172,126.3679,125.9046,134.2654,132.9386
FBgn0190355,8.145555,7.567414,6.302235,6.601078,7.93583,7.430014,7.423904,8.483931,7.895578,8.169136,8.738128
FBgn0190356,448.8554,473.3981,540.4766,387.6953,385.264,376.4482,349.4718,333.9976,316.7742,311.5476,383.3965
FBgn0190358,114.8209,123.2877,123.7966,129.3161,135.1761,126.7706,135.3229,125.7513,136.5391,131.5072,179.1819
FBgn0190359,28.45866,28.60564,28.84801,35.83616,34.41464,32.84459,32.94643,33.04066,31.9558,30.7648,33.30049
FBgn0190360,0.298042,0.599736,0.245118,0.44669,0.674126,0.357401,0.80763,0.35576,0.560694,0.230168,0.376319
FBgn0190361,0.472677,0.191304,1.054649,0,0.097129,0.105435,0.640674,0.321568,0.775575,0,0.171023
FBgn0190362,0,0.136747,0,0,0,0,0,0,0.109534,0,0
FBgn0190364,0,0,0,0,0,0,0,0,0,0,0
FBgn0190365,9.24431,8.31755,4.884271,3.322583,1.316055,0.985025,4.525995,3.132578,1.870921,0.736093,1.038592
FBgn0190366,0.021471,0.082829,0,0.024822,0,0.045564,0,0,0.030438,0,0
FBgn0190367,78.27625,37.42346,25.29944,28.51793,11.06507,22.16231,39.12094,47.17777,33.76362,40.74822,41.39909
FBgn0190368,151.0023,149.7066,150.9194,152.8906,148.4738,136.418,162.8123,156.9838,167.8532,150.0569,157.9354
FBgn0190369,1.11831,1.343672,0.635189,0,0.357672,0.286388,0.810439,0.874756,0.970929,0.193925,0.125727
FBgn0190370,62.55816,68.98598,72.59602,76.06299,71.64827,64.91073,72.74377,69.35048,78.06705,81.80736,79.95361
FBgn0190371,62.5676,58.67409,52.39446,57.45706,51.90934,48.3051,76.20133,68.62818,76.77183,75.5348,82.01856
FBgn0190372,0,0,0,0,0,0,0.039376,0,0,0,0.111216
FBgn0190374,0,0.151778,0.129256,0.222601,0.166166,0,0.108584,0,0.250696,0,0
FBgn0190375,95.49026,96.75201,100.1053,104.9271,112.1323,103.6337,102.9943,108.2841,109.469,107.3039,109.6222
FBgn0190377,0.042583,0,0.078218,0,0,0,0.028662,0,0.034,0,0
FBgn0190378,1.695867,1.736869,1.684359,0.635132,0.720067,0.525695,0.805295,1.207021,1.128608,0.629292,0.513706
FBgn0190379,143.8423,137.9795,136.0804,116.9571,120.5503,133.3056,140.1195,150.0965,114.87,109.7716,94.86224
FBgn0190380,45.80701,50.20962,47.24537,50.9775,49.9159,58.67407,41.48547,46.02808,46.77365,51.65695,51.67779
FBgn0190381,40.1502,42.56378,37.00285,33.30925,29.04753,29.81856,43.72049,41.90228,44.63882,31.24018,32.25047
FBgn0190383,48.66586,53.04633,56.48607,47.07959,47.57688,54.63966,46.85216,49.67888,51.31546,44.07223,45.7943
FBgn0190384,8.536258,7.309589,8.13256,6.730241,8.633458,8.586108,6.451865,7.021366,6.223809,6.537646,7.182488
FBgn0190385,176.9415,192.9639,189.6207,171.9014,176.4816,192.5563,164.2066,178.1926,172.1954,174.9025,164.2979
FBgn0190386,79.66461,86.02036,79.1559,66.48582,72.75058,66.56464,78.74463,83.57811,81.87483,80.61257,73.71348
FBgn0190387,45.07749,54.03527,45.10834,41.22667,36.95146,37.71976,47.66752,39.87013,50.68818,39.76759,48.02327
FBgn0190388,0.094786,0,0.101056,0,0,0,0.018395,0,0,0,0
FBgn0190389,0.136879,0.253823,0.089978,0,0.106031,0,0.293132,0.23837,0.299205,0.108979,0.081402
FBgn0190390,0.329764,0,0.124711,0,0,0.107791,0.077027,0,0.072129,0.067999,0.166581
FBgn0190391,27.86221,27.88472,27.30225,29.78937,27.87183,29.41195,29.79506,29.06907,29.8039,32.36324,30.97546
FBgn0190394,6.519637,9.816427,6.935035,6.647223,6.495515,7.667709,7.221694,7.696702,6.716384,7.102465,7.548109
FBgn0190395,0,0,0,0,0.342441,0,0,0,0,0,0
FBgn0190396,0.858991,0.622631,0.449759,0.241006,0.395022,0.371721,0.403098,0.437049,0.507541,0.311609,0.138829
FBgn0190397,0,0,0,0,0,0,0,0.101464,0,0,0
FBgn0190399,0.36243,0.12421,0.289215,0,0,0,0.092083,0,0.210507,0,0
FBgn0190400,0.096817,0,0,0,0,0,0,0,0,0,0
FBgn0190402,3.474537,2.828053,2.870783,4.349479,4.469738,4.650592,2.597692,3.191391,1.714503,7.35707,5.223958
FBgn0190403,42.57248,46.0068,45.42424,28.45315,26.6368,31.34329,39.27465,43.85574,45.19682,28.80722,28.9029
FBgn0190404,2.058153,2.717218,2.134843,1.942512,1.840495,1.882559,2.274062,2.083942,2.625098,0.977209,1.786558
FBgn0190405,0,0,0,0.078671,0,0,0.044211,0,0,0,0
FBgn0190406,16.62924,22.03996,22.32878,16.85063,18.41321,17.63415,17.84824,17.9414,21.54164,18.60514,17.67387
FBgn0190409,10.61613,14.4487,11.84568,12.80493,14.54016,12.74575,14.90517,13.69869,15.60491,13.06407,11.89128
FBgn0190412,0,0,0.070129,0.082039,0.102633,0,0,0,0.06417,0,0.04234
FBgn0190413,184.7024,190.1822,196.2424,190.0878,214.4594,181.2119,219.8059,215.5361,236.1908,204.83,224.4294
FBgn0190414,0,0,0.112843,0,0,0,0.102408,0.124441,0.106902,0,0
FBgn0190415,512.3938,548.1711,546.4558,469.2971,509.9174,429.2452,559.4816,578.1424,551.0795,488.6094,495.6993
FBgn0190416,0.367964,0.454024,0,0.086688,0,0.091499,0.380642,0.614353,0.995665,0,0.101487
FBgn0190417,603.6229,586.9288,628.5259,685.5052,729.584,674.0319,675.9587,644.5114,654.8832,710.0443,769.6772
FBgn0190418,0,0.210433,0,0,0,0,0.148592,0,0,0,0.207046
FBgn0190419,0,0,0,0,0.070438,0,0,0,0,0.039541,0
FBgn0190420,2.305846,0.992546,1.873482,1.57088,5.883215,1.1906,2.548918,4.118291,2.334629,2.082672,2.850527
FBgn0190421,61.96816,69.1872,68.14709,57.63305,57.39437,73.62856,51.14592,59.88311,96.48511,59.89053,60.64428
FBgn0190425,0,0.012869,0,0,0,0,0,0,0.208796,0,0
FBgn0190426,0.452935,0.567705,0.554814,0.151297,0.355606,0.575918,0.341308,0.235544,0.382919,0.514604,0.120407
FBgn0190427,156.0592,173.183,192.0066,133.1027,142.8014,149.5363,150.2939,160.3586,147.5256,125.5951,119.6747
FBgn0190428,389.6215,439.9323,445.1679,329.6909,350.2729,392.9503,347.5602,364.8978,406.0404,376.7467,341.4442
FBgn0190430,29.71845,32.62313,30.70449,30.53531,27.2363,28.19103,35.24106,34.15716,35.72211,31.05458,31.47752
FBgn0190431,98.94248,106.9484,102.5295,76.94582,79.25619,105.096,91.44849,102.7767,102.8702,85.62711,86.14321
FBgn0190432,1.354673,1.523103,1.461898,1.861536,2.70457,2.530445,2.034416,1.243833,1.650634,2.85536,3.626714
FBgn0190434,71.12955,72.72553,79.09924,67.97512,71.41301,70.00832,87.19688,75.36626,82.37056,91.10548,86.94708
FBgn0190435,30.79668,28.45288,23.81928,4.298642,4.272099,3.610706,28.29734,27.22578,26.27568,4.766088,5.084805
FBgn0190438,96.4618,109.4977,106.0228,89.08105,90.45901,119.9731,86.33688,102.5401,84.32016,95.20007,80.88782
FBgn0190439,0.300054,0,0.276426,0,0,0,0.224793,0.404518,0.256794,0.271011,0.393957
FBgn0190440,1.162819,1.384947,1.045514,0.530523,0.654837,0.797263,0.895113,0.382049,0.273386,0.044139,0.164884
FBgn0190442,0.006765,0.023398,47.50343,1.055289,1.925465,15.02351,0.430606,0.027489,0.009224,13.01386,3.054118
FBgn0190443,45.72227,44.93174,49.0425,48.70478,47.06495,38.29317,49.74206,44.93632,50.82532,41.69167,42.97637
FBgn0190445,88.62732,115.2799,94.45827,70.25912,70.79868,64.97253,101.3832,86.14968,113.8401,80.66048,84.12713
FBgn0190448,1.38702,1.628182,1.220429,1.197345,1.434906,1.193884,1.486206,1.912481,1.422299,1.107454,1.746416
FBgn0190449,0,0,0,0,0,0,0,0,0,0,0
FBgn0190450,290.4364,294.7081,326.0739,300.4055,313.0464,270.7099,382.4984,361.7451,375.9314,368.6394,393.2892
FBgn0190451,29.9357,30.53007,35.58653,13.88852,17.87518,15.85321,25.89373,31.80703,25.92378,18.10453,13.01182
FBgn0190452,11.39467,11.01411,11.52436,22.71308,20.48901,25.35707,7.500894,3.885431,8.023759,57.1462,64.97979
FBgn0190453,158.5353,166.438,151.0177,152.4804,155.3155,145.2646,155.4223,151.0911,169.354,158.4202,160.0816
FBgn0190454,12.52726,16.64454,12.9239,9.37877,9.054725,12.06738,11.0517,11.27704,13.51791,12.2291,10.06416
FBgn0190456,10.60234,11.07913,7.949773,16.66659,46.46862,13.45482,9.075655,8.775319,9.844745,17.10572,25.61464
FBgn0190457,0.147501,0.291378,0.208479,0.72104,0.718805,0.817333,0.086197,0.211482,0.318419,0.220891,0.513773
FBgn0190458,55.91305,57.60666,60.31045,51.76291,45.9896,50.06776,63.08525,62.9357,65.054,45.69741,50.91427
FBgn0190459,25.95703,26.61436,25.86901,22.46507,22.01527,22.29149,25.08179,26.75115,27.10298,22.15884,23.13497
FBgn0190461,0.192779,0,0,0,0,0,0,0,0,0,0
FBgn0190462,0,0.087676,0,0.159754,0,0.120887,0,0.07721,0.144816,0,0.049815
FBgn0190463,81.45163,91.86663,92.3609,68.89775,75.91473,80.84518,76.99581,83.98637,86.77808,72.74692,74.59084
FBgn0190464,29.14466,29.64452,30.28091,32.61568,27.82774,31.16483,28.61764,34.44106,32.34759,30.24642,29.2514
FBgn0190465,9.178706,10.53142,6.650612,5.910381,6.464191,6.287911,8.753477,9.104309,8.347434,4.931293,4.738371
FBgn0190466,23.18954,26.98466,24.36665,19.5304,20.50965,23.86245,20.91455,24.164,24.26413,20.2914,20.72929
FBgn0190468,610.8341,504.3158,549.5513,594.5864,569.5728,495.6317,690.4266,620.5987,658.9839,576.2527,670.1575
FBgn0190469,3.605816,2.64216,3.151324,5.180895,4.110559,5.008668,4.214196,3.444099,4.345202,5.265024,5.757169
FBgn0190470,43.28202,39.58251,37.00409,29.89454,29.57948,21.13308,46.26254,36.8214,44.6454,28.57105,32.91886
FBgn0190471,40.22148,45.58399,47.0461,45.83626,44.20649,39.9634,48.66069,51.97912,50.46163,44.61402,43.10529
FBgn0190472,2.065269,1.693203,2.440902,1.710971,1.413527,2.355104,2.115252,3.707303,2.212978,1.902132,2.372163
FBgn0190473,3.717417,3.120046,3.25299,1.712683,1.601078,2.109723,12.94176,6.204702,7.682614,5.132351,3.781429
FBgn0190474,47.8908,51.6207,50.32178,36.50494,36.55711,40.25026,43.19188,49.5766,49.71034,41.93091,40.79495
FBgn0190476,224.1052,242.3154,232.0825,244.4482,257.9763,258.4542,197.243,223.6475,217.7314,234.1461,224.556
FBgn0190477,1650.994,1496.401,1555.768,1459.415,1339.56,1213.094,1639.202,1527.847,1600.793,1302.598,1461.136
FBgn0190478,0.046207,0.033435,0.035794,0.03082,0.028196,0.035359,0.048212,0.056879,0.049207,0.059603,0.026022
FBgn0190479,3.258316,1.646909,1.585938,1.033008,1.582612,1.857337,2.801141,1.800101,1.776551,1.605154,1.206867
FBgn0190480,35.90905,42.04519,39.32687,35.49719,31.01302,30.37038,37.33941,37.01693,36.91557,29.48814,32.50046
FBgn0190481,0.260103,0.209859,0.156104,0,0.131069,0.051059,0.145573,0.140191,0,0.075703,0
FBgn0190482,49.93647,54.63087,57.5349,44.9346,46.60017,58.02642,51.35737,60.36779,56.38496,51.05331,50.83932
FBgn0190484,10.3637,12.03488,10.36528,8.303447,5.61548,5.357608,11.98242,9.409038,12.82639,5.491086,6.434634
FBgn0190485,0.202064,0.428526,0.493198,0.207206,0.232281,0.064573,0.195271,0.254152,0.390255,0.028147,0.0744
FBgn0190486,19.20023,23.07373,18.9761,20.24136,28.68887,23.06798,18.80013,22.34267,20.14409,24.65395,21.23915
FBgn0190488,0.217101,0.180092,0.391503,0.153598,0.048652,0.055262,0.266054,0.170933,0.220218,0.135875,0.166239
